Date_Value,Category,Count,Year,Issues,Sample_Line,Sample_Individual,Sample_Name
30 NOV 1252,medieval_late,1,1252,Post-1000 AD (should be trimmed): 1252,2190369,I60411,Thomas II de Coucy //
3 MAR 1234,medieval_late,1,1234,Post-1000 AD (should be trimmed): 1234,2190567,I60413,"Robert III, Count of Dreux //"
6 JUL 1250,medieval_late,1,1250,Post-1000 AD (should be trimmed): 1250,2190689,I60414,"Peter I, Duke of Brittany //"
APR 1248,medieval_late,1,1248,Post-1000 AD (should be trimmed): 1248,2190950,I60417,Eleanor de Dreux //
SEP 1242,medieval_late,1,1242,Post-1000 AD (should be trimmed): 1242,2191148,I60419,Isabelle of Dreux //
19 SEP 1258,medieval_late,1,1258,Post-1000 AD (should be trimmed): 1258,2191270,I60420,Agnes of Dreux //
25 JUN 1218,medieval_late,1,1218,Post-1000 AD (should be trimmed): 1218,2191489,I60423,"Simon de Montfort, 5th Earl of Leicester //"
20 FEB 1252,medieval_late,1,1252,Post-1000 AD (should be trimmed): 1252,2191923,I60427,Amicie de Montfort //
26 SEP 1220,medieval_late,1,1220,Post-1000 AD (should be trimmed): 1220,2192123,I60429,Gertrude de Nesle-Soissons //
13 DEC 1237,medieval_late,1,1237,Post-1000 AD (should be trimmed): 1237,2193020,I60440,Henry of Blieskastel //
27 APR 1144,medieval_late,1,1144,Post-1000 AD (should be trimmed): 1144,2194157,I60454,"Siegfried IV, Count of Northeim-Boyneburg and Homburg //"
10 JAN 1133,medieval_late,1,1133,Post-1000 AD (should be trimmed): 1133,2194697,I60459,Koenraad van Proseck //
26 OCT 1147,medieval_late,1,1147,Post-1000 AD (should be trimmed): 1147,2194818,I60460,Bernhard II von Plötzkau //
7 SEP 1191,medieval_late,1,1191,Post-1000 AD (should be trimmed): 1191,2195104,I60463,James of Avesnes //
4 JAN 1235,medieval_late,1,1235,Post-1000 AD (should be trimmed): 1235,2195228,I60464,"Ralph, Count of Soissons //"
5 AUG 1283,medieval_late,1,1283,Post-1000 AD (should be trimmed): 1283,2195989,I60478,Ulrich I Asperg //
7 DEC 1252,medieval_late,1,1252,Post-1000 AD (should be trimmed): 1252,2196419,I60484,Mary Bigot //
29 SEP 1239,medieval_late,1,1239,Post-1000 AD (should be trimmed): 1239,2196695,I60487,Ralph de Toeni //
8 JAN 1226,medieval_late,1,1226,Post-1000 AD (should be trimmed): 1226,2197722,I60501,Evrard IV Radoul //
28 OCT 1185,medieval_late,1,1185,Post-1000 AD (should be trimmed): 1185,2198606,I60514,Ludwig III. von Arnstein //
10 JAN 1271,medieval_late,1,1271,Post-1000 AD (should be trimmed): 1271,2198806,I60517,"Otto II, Count of Guelders //"
23 APR 1285,medieval_late,1,1285,Post-1000 AD (should be trimmed): 1285,2198872,I60518,Henry III of Gelre //
24 JUN 1210,medieval_late,1,1210,Post-1000 AD (should be trimmed): 1210,2199116,I60522,"Floris IV, Count of Holland //"
19 JUL 1234,medieval_late,1,1234,Post-1000 AD (should be trimmed): 1234,2199128,I60522,"Floris IV, Count of Holland //"
27 MAR 1249,medieval_late,1,1249,Post-1000 AD (should be trimmed): 1249,2199183,I60523,Otto III van Holland //
15 JUN 1258,medieval_late,1,1258,Post-1000 AD (should be trimmed): 1258,2199249,I60524,Ada of Holland //
28 JUN 1249,medieval_late,1,1249,Post-1000 AD (should be trimmed): 1249,2199315,I60525,"Adolphus I, Count of the Mark //"
14 AUG 1262,medieval_late,1,1262,Post-1000 AD (should be trimmed): 1262,2199382,I60526,Otto van der Mark //
16 NOV 1277,medieval_late,1,1277,Post-1000 AD (should be trimmed): 1277,2199649,I60530,"Engelbert I, Count of the Mark //"
11 AUG 1272,medieval_late,1,1272,Post-1000 AD (should be trimmed): 1272,2199715,I60531,Gerard von der Mark //
24 JAN 1276,medieval_late,1,1276,Post-1000 AD (should be trimmed): 1276,2199849,I60533,Walram II of Nassau //
13 JUL 1309,medieval_late,1,1309,Post-1000 AD (should be trimmed): 1309,2199969,I60535,"John I of Nassau, Bishop-Elect of Utrecht //"
27 APR 1324,medieval_late,1,1324,Post-1000 AD (should be trimmed): 1324,2200251,I60540,Catherine of Nassau //
15 DEC 1190,medieval_late,1,1190,Post-1000 AD (should be trimmed): 1190,2200678,I60546,Arnold von Berg //
23 JAN 1180,medieval_late,1,1180,Post-1000 AD (should be trimmed): 1180,2200820,I60547,"Eberhard I, Count of Berg-Altena //"
15 DEC 1158,medieval_late,1,1158,Post-1000 AD (should be trimmed): 1158,2200941,I60548,Frederick II //
21 DEC 1173,medieval_late,1,1173,Post-1000 AD (should be trimmed): 1173,2201061,I60549,Adolf I of Werden //
28 JUL 1148,medieval_late,1,1148,Post-1000 AD (should be trimmed): 1148,2201161,I60550,Adolf (III) (V) of Berg //
15 MAY 1243,medieval_late,1,1243,Post-1000 AD (should be trimmed): 1243,2201349,I60553,"Louis III, Count of Loon //"
30 JUN 1224,medieval_late,1,1224,Post-1000 AD (should be trimmed): 1224,2201815,I60560,Adolf of Osnabrück //
5 APR 1221,medieval_late,1,1221,Post-1000 AD (should be trimmed): 1221,2201881,I60561,Oda of Tecklenburg //
11 SEP 1263,medieval_late,1,1263,Post-1000 AD (should be trimmed): 1263,2201947,I60562,Otto II Graf von Tecklenburg-Lingen //
25 JAN 1290,medieval_late,1,1290,Post-1000 AD (should be trimmed): 1290,2202717,I60577,"Henry II, Count of Hoya //"
4 MAY 1269,medieval_late,1,1269,Post-1000 AD (should be trimmed): 1269,2202783,I60578,Gerhard von Hoya //
2 FEB 1125,medieval_late,1,1125,Post-1000 AD (should be trimmed): 1125,2202969,I60581,Friedrich IV Graf von Sommerschenburg //
8 FEB 1159,medieval_late,1,1159,Post-1000 AD (should be trimmed): 1159,2203090,I60583,"Conrad I, Duke of Merania //"
12 MAR 1122,medieval_late,1,1122,Post-1000 AD (should be trimmed): 1122,2203549,I60590,"Giso IV, Count of Gudensberg //"
23 OCT 1273,medieval_late,1,1273,Post-1000 AD (should be trimmed): 1273,2204058,I60597,Élisabeth de Brabant //
4 NOV 1228,medieval_late,1,1228,Post-1000 AD (should be trimmed): 1228,2204146,I60598,Dirk I van Valkenburg //
14 JUN 1260,medieval_late,1,1260,Post-1000 AD (should be trimmed): 1260,2204498,I60602,Maria of Brabant //
1 FEB 1248,medieval_late,1,1248,Post-1000 AD (should be trimmed): 1248,2204603,I60603,Henry II //
21 JAN 1253,medieval_late,1,1253,Post-1000 AD (should be trimmed): 1253,2204670,I60604,"Godfrey, Lord of Gaesbeek //"
22 DEC 1267,medieval_late,1,1267,Post-1000 AD (should be trimmed): 1267,2204736,I60605,Matilda of Brabant //
28 JAN 1227,medieval_late,1,1227,Post-1000 AD (should be trimmed): 1227,2205690,I60623,Heinrich Borwin I //
5 JUN 1226,medieval_late,1,1226,Post-1000 AD (should be trimmed): 1226,2205811,I60624,"Henry Borwin II, Lord of Mecklenburg //"
28 SEP 1225,medieval_late,1,1225,Post-1000 AD (should be trimmed): 1225,2205933,I60625,Nicolas II //
23 JAN 1099,medieval_late,1,1099,Post-1000 AD (should be trimmed): 1099,2206538,I60635,Eva de Montfort-l'Amaury //
13 MAR 1182,medieval_late,1,1182,Post-1000 AD (should be trimmed): 1182,2206791,I60638,Amaury V de Montfort //
10 MAY 1220,medieval_late,1,1220,Post-1000 AD (should be trimmed): 1220,2207124,I60641,Isabelle de Meulan //
MAY 1031,medieval_late,1,1031,Post-1000 AD (should be trimmed): 1031,2208074,I60653,Archambaud II of Bourbon //
30 MAY 1071,medieval_late,1,1071,Post-1000 AD (should be trimmed): 1071,2208129,I60654,Aymon de Bourbon //
24 APR 1149,medieval_late,1,1149,Post-1000 AD (should be trimmed): 1149,2208195,I60655,Petronille de Chemillé //
28 APR 1096,medieval_late,1,1096,Post-1000 AD (should be trimmed): 1096,2208359,I60658,Denise (de Fougères) //
10 AUG 1270,medieval_late,1,1270,Post-1000 AD (should be trimmed): 1270,2210762,I60692,Alan II de la Zouche //
28 JAN 1232,medieval_late,1,1232,Post-1000 AD (should be trimmed): 1232,2210990,I60695,Alice la Zouche //
27 OCT 1205,medieval_late,1,1205,Post-1000 AD (should be trimmed): 1205,2211332,I60700,Alain IV de Rohan //
8 OCT 1286,medieval_late,1,1286,Post-1000 AD (should be trimmed): 1286,2212028,I60708,"John I, Duke of Brittany //"
16 SEP 1254,medieval_late,1,1254,Post-1000 AD (should be trimmed): 1254,2212264,I60711,Philippa de Vitré //
11 DEC 1256,medieval_late,1,1256,Post-1000 AD (should be trimmed): 1256,2212601,I60716,Aimery IX of Thouars //
18 DEC 1279,medieval_late,1,1279,Post-1000 AD (should be trimmed): 1279,2212992,I60723,Olivier Ier de Machecoul //
9 OCT 1249,medieval_late,1,1249,Post-1000 AD (should be trimmed): 1249,2213730,I60735,Peter Karlotus //
APR 1218,medieval_late,1,1218,Post-1000 AD (should be trimmed): 1218,2214256,I60741,"Theobald VI, Count of Blois //"
11 JUL 1244,medieval_late,1,1244,Post-1000 AD (should be trimmed): 1244,2214377,I60742,Walter II of Avenses //
1 JAN 541,ad_standard,1,541,,2502666,I65473,Wehha of East Anglia //
27 AUG 388,ad_standard,1,388,,2513448,I65579,Magnus Maximus //
1 JAN 357,ad_standard,1,357,,2526736,I65712,Anwn Dynod //
1 JAN 468,ad_standard,1,468,,2527813,I65725,Iddon //
1 JAN 410,ad_standard,1,410,,2539447,I65852,Ednyfed //
1 JAN 434,ad_standard,1,434,,2539909,I65857,Gradlon //
468,ad_standard,1,468,,2540703,I65867,Derwela //
1 JAN 358,ad_standard,1,358,,2550304,I65974,Guoremor //
1 JAN 544,ad_standard,1,544,,2552359,I65998,Budic II of Brittany //
1 JAN 472,ad_standard,1,472,,2552525,I66000,Riwal //
1 JAN 659,ad_standard,1,659,,2564851,I66144,Cædwalla of Wessex //
20 APR 689,ad_standard,1,689,,2564868,I66144,Cædwalla of Wessex //
1 JAN 375,ad_standard,1,375,,2567364,I66174,Tutwal ap Guoremor //
1 JAN 445,ad_standard,1,445,,2567811,I66178,Garbanion ap Coel Hen //
372,ad_standard,1,372,,2567974,I66180,Secundinus //
373,ad_standard,1,373,,2568048,I66181,Aldroen //
1 JAN 492,ad_standard,1,492,,2568256,I66184,Cynog //
17 JUN 510,ad_standard,1,510,,2569338,I66198,Nectan of Hartland //
1 JAN 608,ad_standard,1,608,,2570108,I66209,Áedán mac Gabráin //
21 APR 640,ad_standard,1,640,,2571187,I66220,Beuno //
422,ad_standard,1,422,,2571677,I66227,Gwrwst Lledlwm //
832,ad_standard,1,832,,2574319,I66262,Finnen Svase (?) //
4 JUN 564,ad_standard,1,564,,2586690,I66397,Saint Petroc //
1 JAN 478,ad_standard,1,478,,2588364,I66417,Erich of Cornouaille //
1 JAN 424,ad_standard,1,424,,2589146,I66427,Ceredig Ceredigion //
1 MAY 601,ad_standard,1,601,,2591030,I66449,Asaph //
1 JAN 429,ad_standard,1,429,,2592872,I66475,Dogfael ap Cunedda //
1 JAN 289,ad_standard,1,289,,2608895,I66671,Julius Constantius //
1 JAN 574,ad_standard,1,574,,2610882,I66695,Conall mac Comgaill //
13 JAN 614,ad_standard,1,614,,2611573,I66704,Saint Mungo //
1 JAN 773,ad_standard,1,773,,2612001,I66709,Brochfael ab Elisedd //
1 JAN 427,ad_standard,1,427,,2613586,I66730,Erbin of Dumnonia //
21 DEC 1028,medieval_late,1,1028,Post-1000 AD (should be trimmed): 1028,2620861,I66832,Erling Skjalgsson //
488,ad_standard,1,488,,2632357,I66968,Ceidio ap Einion //
29 JAN 570,ad_standard,1,570,,2632642,I66971,Gildas //
22 DEC 244,ad_standard,1,244,,2632831,I66973,Diocletian //
3 DEC 316,ad_standard,1,316,,2632853,I66973,Diocletian //
293,ad_standard,1,293,,2632950,I66974,Carausius //
1 JAN 278,ad_standard,1,278,,2633211,I66977,Maxentius //
28 OCT 312,ad_standard,1,312,,2633233,I66977,Maxentius //
10 MAY 214,ad_standard,1,214,,2633402,I66979,Claudius Gothicus //
1 JAN 316,ad_standard,1,316,,2633729,I66982,Bassianus //
30 JUN 350,ad_standard,1,350,,2633939,I66984,Nepotianus //
1 JAN 332,ad_standard,1,332,,2634193,I66986,Basilina //
331,ad_standard,1,331,,2634641,I66990,Julian //
OCT 322,ad_standard,1,322,,2635065,I66994,Flavius //
1 JAN 347,ad_standard,1,347,,2635423,I66998,Faustina //
6 APR 660,ad_standard,1,660,,2636314,I67007,Derfel //
1 JAN 696,ad_standard,1,696,,2637655,I67026,Domnall Donn //
8 NOV 555,ad_standard,1,555,,2638234,I67034,Cybi //
27 JUL 1271,medieval_late,1,1271,Post-1000 AD (should be trimmed): 1271,2642327,I67094,Maredudd ap Rhys Gryg //
28 NOV 989,ad_standard,1,989,,2648843,I67190,"Hugh III, Archbishop of Rouen //"
25 OCT 1047,medieval_late,1,1047,Post-1000 AD (should be trimmed): 1047,2650513,I67209,Magnus the Good //
3 MAY 950,ad_standard,1,950,,2652872,I67239,Erik the Red //
1 JAN 756,ad_standard,1,756,,2663393,I67354,Cuthred //
15 JAN 765,ad_standard,1,765,,2663706,I67358,Ceolwulf of Northumbria //
20 AUG 768,ad_standard,1,768,,2663780,I67359,Eadberht //
19 NOV 766,ad_standard,1,766,,2663855,I67360,Ecgbert //
511,ad_standard,1,511,,2666125,I67389,Gwynog //
266,ad_standard,1,266,,2666452,I67392,Galeria Valeria //
1 JAN 250,ad_standard,1,250,,2666570,I67393,Galerius //
5 MAY 311,ad_standard,1,311,,2666592,I67393,Galerius //
1 JAN 251,ad_standard,1,251,,2666761,I67395,Afranius Hannibalianus //
1 JAN 294,ad_standard,1,294,,2666973,I67397,Valerius Romulus //
229,ad_standard,1,229,,2667089,I67398,Quintillus //
363,ad_standard,1,363,,2667887,I67406,Julianus //
27 MAY 366,ad_standard,1,366,,2668556,I67413,Procopius //
2 JUN 1292,medieval_late,1,1292,Post-1000 AD (should be trimmed): 1292,2674152,I67498,Rhys ap Maredudd //
1 JUN 873,ad_standard,1,873,,2682374,I67629,Rodulf Haraldsson //
1 JAN 966,ad_standard,1,966,,2686383,I67675,Nako //
3 SEP 1011,medieval_late,1,1011,Post-1000 AD (should be trimmed): 1011,2688381,I67700,Njal //
24 AUG 1103,medieval_late,1,1103,Post-1000 AD (should be trimmed): 1103,2690180,I67720,Magnus Barefoot //
28 MAY 812,ad_standard,1,812,,2693858,I67767,"Wilhelm I, Comte de Toulouse //"
29 JUL 796,ad_standard,1,796,,2695006,I67783,Offa of Mercia //
1 JAN 517,ad_standard,1,517,,2695156,I67785,Beli ap Rhun //
24 JUL 759,ad_standard,1,759,,2707913,I67917,Oswulf //
6 AUG 761,ad_standard,1,761,,2708064,I67919,Oswine of Northumbria //
14 SEP 792,ad_standard,1,792,,2708228,I67921,Osred II //
1 JAN 297,ad_standard,1,297,,2709929,I67943,Candidianus //
7 MAR 150,ad_standard,1,150,,2710308,I67947,Lucilla //
1 JAN 402,ad_standard,1,402,,2711353,I67957,Quintus Aurelius Symmachus //
1 JAN 729,ad_standard,1,729,,2713248,I67984,Drest VII //
14 OCT 1063,medieval_late,1,1063,Post-1000 AD (should be trimmed): 1063,2715969,I68026,Cynan ab Iago //
28 APR 1197,medieval_late,1,1197,Post-1000 AD (should be trimmed): 1197,2718479,I68066,Rhys ap Gruffydd //
9 JUN 1228,medieval_late,1,1228,Post-1000 AD (should be trimmed): 1228,2719395,I68079,Reginald de Braose //
AUG 1307,medieval_late,1,1307,Post-1000 AD (should be trimmed): 1307,2720373,I68094,Audra Hastings //
1364,medieval_late,1,1364,Post-1000 AD (should be trimmed): 1364,2721394,I68111,Gruffudd Dwnn ap Cadwgon ap Gruffudd //
30 NOV 1278,medieval_late,1,1278,Post-1000 AD (should be trimmed): 1278,2726134,I68189,Ieuan ap Llywelyn ap Cynwrig ap Hywel ap Madog of Radyr //
30 NOV 1340,medieval_late,1,1340,Post-1000 AD (should be trimmed): 1340,2726151,I68189,Ieuan ap Llywelyn ap Cynwrig ap Hywel ap Madog of Radyr //
26 AUG 1078,medieval_late,1,1078,Post-1000 AD (should be trimmed): 1078,2738998,I68368,Erluino //
16 OCT 955,ad_standard,1,955,,2739089,I68369,Stoigniew //
7 JUN 1066,medieval_late,1,1066,Post-1000 AD (should be trimmed): 1066,2739236,I68371,Gottschalk //
15 JUL 967,ad_standard,1,967,,2739330,I68372,"Boleslaus I, Duke of Bohemia //"
7 FEB 999,ad_standard,1,999,,2739591,I68375,"Boleslaus II, Duke of Bohemia //"
1 NOV 1025,medieval_late,1,1025,Post-1000 AD (should be trimmed): 1025,2740240,I68382,Gunther von Meißen //
5 OCT 954,ad_standard,1,954,,2740591,I68386,Malcolm II of Scotland //
15 SEP 1049,medieval_late,1,1049,Post-1000 AD (should be trimmed): 1049,2740700,I68387,Bethóc //
15 AUG 1057,medieval_late,1,1057,Post-1000 AD (should be trimmed): 1057,2740885,I68389,Macbeth //
29 AUG 1123,medieval_late,1,1123,Post-1000 AD (should be trimmed): 1123,2744058,I68426,Eystein I of Norway //
22 DEC 1115,medieval_late,1,1115,Post-1000 AD (should be trimmed): 1115,2744246,I68428,Olav Magnusson of Norway //
14 DEC 1136,medieval_late,1,1136,Post-1000 AD (should be trimmed): 1136,2744520,I68431,Harald IV of Norway //
20 NOV 879,ad_standard,1,879,,2745647,I68445,Áed Findliath //
25 MAY 916,ad_standard,1,916,,2745815,I68447,Flann Sinna //
18 JUN 1188,medieval_late,1,1188,Post-1000 AD (should be trimmed): 1188,2746099,I68451,Ari Þorgilsson sterki //
17 DEC 796,ad_standard,1,796,,2749194,I68492,Ecgfrith of Mercia //
1 JAN 129,ad_standard,1,129,,2769435,I68696,Osroes I of Parthia //
23 SEP 788,ad_standard,1,788,,2770514,I68711,Ælfwald I //
1 JAN 465,ad_standard,1,465,,2771743,I68725,Eógan mac Néill //
1 JAN 571,ad_standard,1,571,,2772100,I68730,Eochaid mac Domnaill //
20 NOV 270,ad_standard,1,270,,2772709,I68739,Maximinus Daza //
16 FEB 125,ad_standard,1,125,,2772943,I68741,Faustina the Younger //
31 DEC 192,ad_standard,1,192,,2773082,I68742,Commodus //
29 NOV 147,ad_standard,1,147,,2773177,I68743,Annia Aurelia Galeria Faustina //
1 JAN 159,ad_standard,1,159,,2773413,I68745,Fadilla //
1 MAY 162,ad_standard,1,162,,2773649,I68747,Marcus Annius Verus Caesar //
10 SEP 169,ad_standard,1,169,,2773671,I68747,Marcus Annius Verus Caesar //
15 DEC 130,ad_standard,1,130,,2773953,I68750,Lucius Verus //
169,ad_standard,1,169,,2773975,I68750,Lucius Verus //
18 AUG 353,ad_standard,1,353,,2774378,I68754,Decentius //
1 JAN 376,ad_standard,1,376,,2774966,I68759,Lucius Aurelius Avianius Symmachus //
17 OCT 1268,medieval_late,1,1268,Post-1000 AD (should be trimmed): 1268,2776368,I68775,Goronwy ab Ednyfed //
1 JAN 1914,recent,1,1914,Recent date (should not exist): 1914,2778966,I68814,Jane ferch Robert ap Robert ap Llywarch //
1 JAN 598,ad_standard,1,598,,2780881,I68844,Geraint ap Cystennin //
5 AUG 1063,medieval_late,1,1063,Post-1000 AD (should be trimmed): 1063,2782054,I68863,Gruffudd ap Llywelyn //
25 JUL 1201,medieval_late,1,1201,Post-1000 AD (should be trimmed): 1201,2785113,I68911,Gruffydd ap Rhys II //
8 NOV 1217,medieval_late,1,1217,Post-1000 AD (should be trimmed): 1217,2786160,I68927,"Richard de Clare, 3rd Earl of Hertford //"
9 AUG 1211,medieval_late,1,1211,Post-1000 AD (should be trimmed): 1211,2787454,I68946,"William de Braose, 4th Lord of Bramber //"
17 NOV 1215,medieval_late,1,1215,Post-1000 AD (should be trimmed): 1215,2787731,I68949,Giles de Braose //
2 MAY 1197,medieval_late,1,1197,Post-1000 AD (should be trimmed): 1197,2787899,I68951,William de Braose //
24 NOV 1226,medieval_late,1,1226,Post-1000 AD (should be trimmed): 1226,2788009,I68952,William Brewer //
APR 1234,medieval_late,1,1234,Post-1000 AD (should be trimmed): 1234,2788102,I68953,Richard Talbot //
6 APR 1231,medieval_late,1,1231,Post-1000 AD (should be trimmed): 1231,2789837,I68979,"William Marshal, 2nd Earl of Pembroke //"
MAR 1269,medieval_late,1,1269,Post-1000 AD (should be trimmed): 1269,2789931,I68980,"Henry de Hastings, 1st Baron Hastings //"
NOV 1416,medieval_late,1,1416,Post-1000 AD (should be trimmed): 1416,2791739,I69010,Henry Dwnn //
1376,medieval_late,1,1376,Post-1000 AD (should be trimmed): 1376,2793640,I69041,Efa ferch Llywelyn ap Rhys ap Grnwy ap Caradog //
10 MAY 1356,medieval_late,1,1356,Post-1000 AD (should be trimmed): 1356,2796412,I69087,Sir Rhys Hên ap Gruffudd ap Hywel 'the elder' ap Gruffudd //
1 FEB 1241,medieval_late,1,1241,Post-1000 AD (should be trimmed): 1241,2801912,I69174,Morgan ap Morgan //
9 FEB 1132,medieval_late,1,1132,Post-1000 AD (should be trimmed): 1132,2810186,I69310,Maredudd ap Bleddyn //
663,ad_standard,1,663,,2811472,I69330,Haavard herse Hergilsson //
22 MAR 1127,medieval_late,1,1127,Post-1000 AD (should be trimmed): 1127,2812761,I69345,Henry //
8 JAN 1074,medieval_late,1,1074,Post-1000 AD (should be trimmed): 1074,2822642,I69455,"Guillaume Crespin, Seigneur du Bec //"
8 AUG 1075,medieval_late,1,1075,Post-1000 AD (should be trimmed): 1075,2822808,I69457,Budivoj //
25 AUG 985,ad_standard,1,985,,2822992,I69459,Dietrich of Haldensleben //
13 FEB 921,ad_standard,1,921,,2823176,I69461,"Vratislaus I, Duke of Bohemia //"
28 SEP 935,ad_standard,1,935,,2823362,I69463,"Saint Wenceslaus I, Duke of Bohemia //"
4 NOV 1035,medieval_late,1,1035,Post-1000 AD (should be trimmed): 1035,2823969,I69470,Jaromír //
16 APR 1117,medieval_late,1,1117,Post-1000 AD (should be trimmed): 1117,2826441,I69499,"Magnus Erlendsson, Earl of Orkney //"
1 NOV 1197,medieval_late,1,1197,Post-1000 AD (should be trimmed): 1197,2831363,I69555,Jón Loftsson //
10 JUN 1155,medieval_late,1,1155,Post-1000 AD (should be trimmed): 1155,2831456,I69556,Sigurd II of Norway //
19 JUN 1179,medieval_late,1,1179,Post-1000 AD (should be trimmed): 1179,2832188,I69565,Erling Skakke //
14 SEP 919,ad_standard,1,919,,2833759,I69585,Niall Glúndub //
17 NOV 797,ad_standard,1,797,,2836062,I69614,Ata (Ada) (?) //
23 NOV 805,ad_standard,1,805,,2836195,I69616,Wago (Wagonis) (?) //
2 AUG 826,ad_standard,1,826,,2836271,I69617,Chadaloh I Markgraf von Friaul //
27 AUG 923,ad_standard,1,923,,2836902,I69625,Ageltrude //
15 OCT 898,ad_standard,1,898,,2836994,I69626,Lambert II of Spoleto //
4 JUL 973,ad_standard,1,973,,2837775,I69636,Ulrich of Augsburg //
13 OCT 909,ad_standard,1,909,,2838353,I69643,Gerald of Aurillac //
1 JAN 114,ad_standard,1,114,,2867557,I69949,Parthamasiris of Armenia //
1 JAN 123,ad_standard,1,123,,2871239,I69995,Annia Cornificia Faustina //
1 JAN 152,ad_standard,1,152,,2871261,I69995,Annia Cornificia Faustina //
16 FEB 105,ad_standard,1,105,,2871356,I69996,Faustina the Elder //
191,ad_standard,1,191,,2871781,I70000,Bruttia Crispina //
1 JAN 133,ad_standard,1,133,,2871876,I70001,Gnaeus Claudius Severus //
187,ad_standard,1,187,,2872072,I70003,Lucius Antistius Burrus //
1 JAN 205,ad_standard,1,205,,2872262,I70005,Marcus Peducaeus Plautius Quintillus //
13 JAN 101,ad_standard,1,101,,2872693,I70010,Lucius Aelius Caesar //
18 JAN 366,ad_standard,1,366,,2873706,I70021,Valentinianus Galates //
1 JAN 334,ad_standard,1,334,,2874319,I70027,Virius Nicomachus Flavianus //
6 SEP 394,ad_standard,1,394,,2874341,I70027,Virius Nicomachus Flavianus //
4 MAY 1196,medieval_late,1,1196,Post-1000 AD (should be trimmed): 1196,2876551,I70055,Cynwrig ab Iorwerth ap Gwgon ab Idnerth //
11 DEC 1182,medieval_late,1,1182,Post-1000 AD (should be trimmed): 1182,2876644,I70056,Tangwystl ferch Llywarch //
29 FEB 1172,medieval_late,1,1172,Post-1000 AD (should be trimmed): 1172,2882090,I70144,Cadwaladr ap Gruffudd //
6 DEC 1253,medieval_late,1,1253,Post-1000 AD (should be trimmed): 1253,2885667,I70201,Elen ferch Llywelyn //
18 JAN 1236,medieval_late,1,1236,Post-1000 AD (should be trimmed): 1236,2888918,I70253,Owain ap Gruffydd //
25 OCT 1180,medieval_late,1,1180,Post-1000 AD (should be trimmed): 1180,2891655,I70294,"Gilbert de Clare, 5th Earl of Gloucester //"
25 OCT 1230,medieval_late,1,1230,Post-1000 AD (should be trimmed): 1230,2891672,I70294,"Gilbert de Clare, 5th Earl of Gloucester //"
4 MAR 1228,medieval_late,1,1228,Post-1000 AD (should be trimmed): 1228,2891765,I70295,Richard de Clare //
6 JAN 1291,medieval_late,1,1291,Post-1000 AD (should be trimmed): 1291,2892175,I70300,"William de Braose, 1st Baron Braose //"
18 JUN 1292,medieval_late,1,1292,Post-1000 AD (should be trimmed): 1292,2892312,I70302,Sir Richard Brewes //
11 APR 1240,medieval_late,1,1240,Post-1000 AD (should be trimmed): 1240,2894742,I70338,Llywelyn ab Iorwerth //
25 FEB 1246,medieval_late,1,1246,Post-1000 AD (should be trimmed): 1246,2894838,I70339,Dafydd ap Llywelyn //
1 MAR 1244,medieval_late,1,1244,Post-1000 AD (should be trimmed): 1244,2894932,I70340,Gruffudd ap Llywelyn ab Iorwerth //
4 AUG 1338,medieval_late,1,1338,Post-1000 AD (should be trimmed): 1338,2895179,I70343,Isolt de Mortimer //
23 MAR 1301,medieval_late,1,1301,Post-1000 AD (should be trimmed): 1301,2895364,I70345,"Maud de Braose, Baroness Wigmore //"
1 JUL 1255,medieval_late,1,1255,Post-1000 AD (should be trimmed): 1255,2895548,I70347,Eva de Braose //
18 APR 1301,medieval_late,1,1301,Post-1000 AD (should be trimmed): 1301,2897002,I70366,"Maud FitzJohn, Countess of Warwick //"
23 OCT 1356,medieval_late,1,1356,Post-1000 AD (should be trimmed): 1356,2897307,I70370,Richard Talbot //
24 SEP 1353,medieval_late,1,1353,Post-1000 AD (should be trimmed): 1353,2897399,I70371,"Sir Roger de Chaundos, 1st Lord Chaundos //"
14 MAY 1219,medieval_late,1,1219,Post-1000 AD (should be trimmed): 1219,2899623,I70406,"William Marshal, 1st Earl of Pembroke //"
27 JUN 1241,medieval_late,1,1241,Post-1000 AD (should be trimmed): 1241,2899807,I70408,"Gilbert Marshal, 4th Earl of Pembroke //"
27 MAR 1248,medieval_late,1,1248,Post-1000 AD (should be trimmed): 1248,2899899,I70409,Maud Marshal //
24 NOV 1245,medieval_late,1,1245,Post-1000 AD (should be trimmed): 1245,2899994,I70410,"Walter Marshal, 5th Earl of Pembroke //"
9 OCT 1200,medieval_late,1,1200,Post-1000 AD (should be trimmed): 1200,2900069,I70411,Isabel Marshal //
23 DEC 1245,medieval_late,1,1245,Post-1000 AD (should be trimmed): 1245,2900180,I70412,"Anselm Marshal, 6th Earl of Pembroke //"
16 APR 1234,medieval_late,1,1234,Post-1000 AD (should be trimmed): 1234,2900272,I70413,"Richard Marshal, 3rd Earl of Pembroke //"
9 AUG 1250,medieval_late,1,1250,Post-1000 AD (should be trimmed): 1250,2900719,I70418,Henry Hastings //
6 MAY 1262,medieval_late,1,1262,Post-1000 AD (should be trimmed): 1262,2900886,I70420,"John Hastings, 1st Baron Hastings //"
28 FEB 1313,medieval_late,1,1313,Post-1000 AD (should be trimmed): 1313,2900903,I70420,"John Hastings, 1st Baron Hastings //"
