# Complete genealogy data for entities with Wikidata QIDs
qid,english_label,english_description,wikidata_ids,geni_ids,uuid_ids,genealogy_ids,fathers,mothers,children,spouses
Q149365,Alan de Percy,,Q75463909,,,Percy-185;p15825.htm#i158250,,,,
Q149366,Reynold de Lucy,,Q75238222,,,p88.htm#i879,,,,
Q149367,Sir Walter de Heselarton,,Q75238228,,,p89.htm#i883,,,,
Q149368,"Robert de Clifford, 4th Baron de Clifford",,Q40133440,,,p1423.htm#i14227,,,,
Q149369,"William Dacre, 2nd Baron Dacre",,Q8007529,6000000000560226112,,I00393001;Dacre-200;p1423.htm#i14228;William_de_Dacre_(3),,,,
Q149370,Hugh fitz Hugh,,Q75238231,,,FitzHugh-737;p89.htm#i885,,,,
Q149371,Sir Geoffrey le Scrope,,Q75257696,,,Scrope-43;p1709.htm#i17088,,,,
Q149372,Sir Alexander Neville,,Q116054281,,,I00393261,,,,
Q149373,Elizabeth de Ledes,,Q75463831,,,Ledes-1;p15820.htm#i158200,,,,
Q149374,Alexander de Neville,,Q75463825,,,I00709316;Neville-1775;p15820.htm#i158197,,,,
Q149375,Elizabeth (?),,Q75238221,,,p88.htm#i878,,,,
Q149376,Eve de Clavering,,Q23893301,,,I00478107;Clavering-110;p4724.htm#i47231,,,,
Q149377,Maud de Avenbury,,Q75933204,,,I00015451;Avenbury-2;p41193.htm#i411925,,,,
Q149378,John de Bohun,,Q76345418,,,Bohun-77;p70350.htm#i703498,,,,
Q149379,Sir Miles de Bohun,,Q76345420,,,p70350.htm#i703499,,,,
Q14938,Sasaki Hidetsuna,samurai of the Nanbokucho period,Q11382354,,,,,,,
Q149380,Henry de Bohun,,Q75933203,,,p41193.htm#i411924,,,,
Q149381,Geoffrey de Bohun,,Q76345414,,,p70350.htm#i703496,,,,
Q149382,Ralph de Bohun,,Q76345416,,,p70350.htm#i703497,,,,
Q149383,Raoul I of Lusignan,,Q435204,,,10581;I00015448;Lusignan-73;p19080.htm#i190798;Raoul_I_of_Lusignan_(1);p=raoul;n=de lusignan,,,,
Q149384,"Alix, Countess of Eu",,Q1924925,,,259087;I00015447;Eu-37;p19080.htm#i190797;Alice_D'Eu_(1);p=alix;n=d eu,,,,
Q149385,Q56285638,,Q56285638,,,309720;I00038520;Fiennes-41;p357.htm#i3567;Ingelram_de_Fiennes_(1);p=enguerrand;n=de fiennes;oc=2,,,,
Q149386,Q56285642,,Q56285642,,,309733;I00038521;Condé-80;p40626.htm#i406252;Isabel_Conde_(2);p=agnes;n=de conde,,,,
Q149387,"Eleanor de Bohun, Countess of Ormonde",,Q5354426,6000000003883986396,,I00028705;Bohun-40;p10694.htm#i106939;Eleanor_de_Bohun_(2);218760713,,,,
Q149388,"John de Bohun, 5th Earl of Hereford",,Q4089851,,,I00028704;Bohun-41;p10695.htm#i106943;John_de_Bohun_(1);p=john;n=de bohun,,,,
Q149389,"Humphrey de Bohun, 6th Earl of Hereford",,Q4089853,,,I00007056;Bohun-203;p10695.htm#i106948;Humphrey_de_Bohun_(4),,,,
Q14939,Sasaki Takahide,samurai of the Nanbokucho period,Q11382457,,,,,,,
Q149390,"Margaret de Bohun, Countess of Devon",,Q6760053,6000000002318224004,,624213;I00028611;Bohun-2;p10696.htm#i106957;Margaret_de_Bohun_(3);p=margaret;n=de bohun;oc=1;8868,,,,
Q149391,"William de Bohun, 1st Earl of Northampton",,Q3120286,6000000003086434645,,463836;I00015455;Bohun-35;p10182.htm#i101815;William_de_Bohun_(1);20959280,,,,
Q149392,Edward de Bohun,,Q4529811,,,p10695.htm#i106950,,,,
Q149393,Edmund de Bohun,,Q75386919,,,p10696.htm#i106953,,,,
Q149394,Hugh de Bohun,,Q75386904,,,p10694.htm#i106938,,,,
Q149395,Mary de Bohun,,Q75386908,,,p10695.htm#i106942,,,,
Q149396,Eneas de Bohun,,Q75386924,,,p10696.htm#i106956,,,,
Q149397,Isabella de Bohun,,Q75386927,,,Bohun-47;p10696.htm#i106959,,,,
Q149398,"Robert FitzWalter, 1st Baron FitzWalter",,Q7344364,6000000003827346632,,I00139198;FitzWalter-112;p80.htm#i793,,,,
Q149399,Ida FitzWalter,,Q75238117,,,FitzWalter-147;p80.htm#i792,,,,
Q149400,"Robert Fitzwalter, 2nd Baron Fitzwalter",,Q26759574,,,I00139356;p4790.htm#i47897,,,,
Q149401,Hawise Muscegros,,Q75464271,,,I00177551;Muscegros-1;p15852.htm#i158518|p68888.htm#i688871,,,,
Q149402,"Robert de Ferrers, 3nd Baron Ferrers of Chartley",,Q7351399,,,I00177552;Ferrers-127;p14713.htm#i147125;Robert_de_Ferrers_(1),,,,
Q149403,"John de Ferrers, 2nd Baron Ferrers of Chartley",,Q61971377,,,,,,,
Q149404,Eleanor Ferrers,,Q75934285,,,I00384761;Ferrers-141;p41267.htm#i412670,,,,
Q149405,"Isabel de Verdun, Lady Ferrers of Groby",,Q6077823,,,I00027640;Verdun-7;p10917.htm#i109163;Isabel_de_Verdun_(1),,,,
Q149406,"Roger la Zouch, Lord of Lubbesthorpe",,Q86995819,,,Roger_la_Zouche_(3),,,,
Q149407,Maud Lovel,,Q76101046,,,I00139408;Lovel-25;p53119.htm#i531187;Maud_Lovel_(1);p=maud;n=lovel,,,,
Q149408,Eudo Zouche,,Q18576159,,,617151;I00139409;Zouche-41;p53119.htm#i531189;Eudes_la_Zouche_(1);p=eon;n=la zouche;oc=1,,,,
Q149409,Joan la Zouche,,Q76045623,,,p49171.htm#i491705,,,,
Q149410,John la Zouche,,Q76101055,,,Zouche-56;p53120.htm#i531193;John_la_Zouche_(2);p=john;n=la zouche,,,,
Q149411,Roger la Zouche,,Q76101056,,,Zouche-57;p53120.htm#i531194;Roger_la_Zouche_(2);p=roger;n=la zouche,,,,
Q149412,Thomas la Zouche,,Q76101057,,,Zouche-58;p53120.htm#i531195;Thomas_la_Zouche_(1);p=thomas;n=la zouche,,,,
Q149413,John la Zouche,,Q76101059,,,p53120.htm#i531196,,,,
Q149414,Edmund la Zouche,,Q76063000,,,Zouche-59;p50472.htm#i504711;Edmund_la_Zouche_(1),,,,
Q149415,Millicent la Zouche,,Q76101061,,,1311839;I00377463;Zouche-60;p53120.htm#i531197;Millicent_la_Zouche_(1);p=millicent;n=la zouche,,,,
Q149416,Isabel la Zouche,,Q76063004,,,Zouche-61;p50472.htm#i504714;Isabel_la_Zouche_(1);p=isabel;n=la zouche,,,,
Q149417,Thomasine la Zouche,,Q76063006,,,p50472.htm#i504715;Thomasine_la_Zouche_(1);p=thomasine;n=la zouche,,,,
Q149418,"Maurice de Berkeley, 2nd Baron Berkeley",,Q6793554,6000000002889372907,,327964;I00054202;Berkeley-42;p4177.htm#i41767;Maurice_de_Berkeley_(2);p=maurice;n=de berkeley,,,,
Q149419,Isabel of Berkeley,,Q56373653,6000000002890051365,,327963;I00028354;Berkeley-5;p13045.htm#i130447,,,,
Q14942,Mansai,,Q11563909,,,,,,,
Q149420,"Thomas de Berkeley, 3rd Baron Berkeley",,Q7795452,6000000006265866049,,I00026624;Berkeley-483;p12963.htm#i129628;Thomas_de_Berkeley_(2),,,,
Q149421,Sir Maurice de Berkeley,,Q75418780,,,Berkeley-505;p12963.htm#i129627,,,,
Q149422,John de Berkeley,,Q75420098,,,p13045.htm#i130444,,,,
Q149423,Eudo de Berkeley,,Q75420099,,,p13045.htm#i130445,,,,
Q149424,Milicent de Berkeley,,Q75420102,6000000000796822255,,I00191818;Berkeley-58;p13045.htm#i130450,,,,
Q149425,Peter de Berkeley,,Q75420100,,,p13045.htm#i130446,,,,
Q149426,Nicholas Poyntz,,Q75620355,,,I00551190;p25028.htm#i250277,,,,
Q149427,"Hugh Poyntz, 3rd Lord Poyntz",,Q75620339,,,I00288266;Poyntz-80;p25027.htm#i250266,,,,
Q149428,"Sir Anketil Mallory, of Kirkby Mallory",,Q100153126,,,I00674064;Mallory-273,,,,
Q149429,Sir Anketine Mallory,,Q75397968,,,827820;I00284826;Mallory-143;p11702.htm#i117013|p32262.htm#i322614,,,,
Q149430,John Harcourt,,Q19043154,,,I00029015;Harcourt-42;p33641.htm#i336409;p=john;n=harcourt,,,,
Q149431,Sir William de Harcourt,,Q75775743,,,I00029019;Harcourt-28;p32803.htm#i328025;p=william;n=harcourt,,,,
Q149432,"Sir Thomas Greene (Grene), of Boughton",,Q109852950,,,I00670328;Greene-2060;Thomas_Greene_(2),,,,
Q149433,Henry Green,,Q5722186,6000000006444123489,,I00348150;Greene-2059;p53121.htm#i531202;Henry_Greene_(1),,,,
Q149434,Isabella Penrice,,Q75912417,,,I00755718;Penrice-32;p39898.htm#i398975,,,,
Q149435,Geoffrey de Lucy,,Q76022665,6000000003827234866,,I00464434;Lucy-169;p47447.htm#i474463,,,,
Q149436,"Hugh Wake, Seigneur de Négreville",,Q76203071,,,p60128.htm#i601280,,,,
Q149437,William du Hommet,,Q76078646,,,Hommet-10;p51523.htm#i515229,,,,
Q149438,Lucy,,Q110520542,,,I00573421;p=luce;n=de bruce,,,,
Q149439,Randulph de Vernay,,Q76131835,,,p55311.htm#i553101,,,,
Q149440,Nicolas IV Stuteville,,Q61964206,,,I00197553;Stuteville-23;p43905.htm#i439047;Nicholas_De_Stuteville_(5),,,,
Q149441,Devorguilla of Galloway,,Q61964094,5028850249730050581,,I00197554;Galloway-925;p53859.htm#i538589;Devorguilla_Galloway_(1),,,,
Q149442,Sir Thomas Wake,,Q76203188,,,I00425404;Wake-63;p60135.htm#i601346,,,,
Q149443,Hawise Fleming,,Q75775275,,,FitzGeoffrey-64;p32781.htm#i327808,,,,
Q149444,John de Grey,,Q24760202,,,I00296277;Grey-64;p32797.htm#i327965,,,,
Q149445,"Henry de Grey, 1st Baron Grey of Codnor",,Q15815165,,,I00076206;Grey-61;p32676.htm#i326756;Henry_Grey_(2);p=henry;n=grey;oc=7,,,,
Q149446,John Deincourt,,Q99023511,,,I00388278;Deincourt-11,,,,
Q149447,Isabel Deincourt,,Q99022989,,,I00446384;Deincourt-3,,,,
Q149448,William de Say,,Q75791644,,,Say-67;p33613.htm#i336122,,,,
Q149449,Beatrice de Mandeville,,Q75791642,,,926242;Mandeville-12;p33613.htm#i336121,,,,
Q149450,Alice de Vere,,Q75266663,,,p2360.htm#i23600,,,,
Q149451,William de Say,,Q75791651,,,p33613.htm#i336125,,,,
Q149452,Ingram de Say,,Q75791892,,,p33625.htm#i336244,,,,
Q149453,Hugh Maminot,,Q75791658,,,p33613.htm#i336129,,,,
Q149454,Ralph de Cahaines,,Q76364213,,,p71302.htm#i713019,,,,
Q149455,Ralph de Cahaines,,Q75791638,,,p33612.htm#i336119,,,,
Q149456,John de Chesney,,Q75791898,,,p33625.htm#i336247,,,,
Q149457,Hugh de Periers,,Q75792676,,,p33664.htm#i336633,,,,
Q149458,Sibyl Marshal,,Q75791669,6000000003494762608,,Marshal-32;p33614.htm#i336134,,,,
Q149459,Mary (?),,Q75792015,,,I00139396;Unknown-35276;p33631.htm#i336308|p39293.htm#i392930,,,,
Q149460,William de Say,,Q75791672,,,I00139397;Say-78;p33614.htm#i336135,,,,
Q149461,Agnes de Cheney,,Q99735564,6000000008447845113,,Say-19,,,,
Q149462,Joanna de Meschines,,Q75464059,,,Meschines-54;p15835.htm#i158347;Joanna_Meschines_(1),,,,
Q149463,Ingram de Balliol,,Q76059581,,,I00198860;Balliol-16;p50215.htm#i502146;Ingram_De_Baliol_(1);p=enguerran;n=de balliol,,,,
Q149464,unknown daughter de Berkeley,,Q76059598,,,I00198861;Berkeley-474;p50216.htm#i502158;Agnes_De_Berkeley_(1);p=agnes;n=berkeley,,,,
Q149465,"Henry de Percy, 1st Baron Percy",,Q3785021,6000000006413316096,,1305725;I00015413;Percy-34;p15150.htm#i151497;Henry_de_Percy_(2);p=henry;n=percy;oc=6,,,,
Q149466,John de Percy,,Q76286548,,,I00015412;p66334.htm#i663335,,,,
Q149467,"Ralph FitzRanulf, of Spennithorne",,Q86647707,6000000002929695283,,I00430238;FitzRanulf-21;Ralph_Fitz_Ranulf_(2);p=ralph;n=fitzrandolph;oc=2,,,,
Q149468,Robert II de Neville,,Q17426568,,,I00164991;Neville-52;p1962.htm#i19615;Robert_de_Neville_(1);p=robert;n=de nevill,,,,
Q149469,Ralph de Neville,,Q75238203,,,p87.htm#i861,,,,
Q149470,Robert de Neville,,Q75238204,,,p87.htm#i862,,,,
Q149471,"Robert de Tateshal, 1st Lord Tateshal",,Q75533342,,,Tateshall-8;p19903.htm#i199029,,,,
Q149472,Emma de Tateshal,,Q116028882,,,I00543589,,,,
Q149473,Harold de Vaux,,Q98960284,,,111438;I00510105;Vaux-317,,,,
Q149474,William de Vaux,,Q76199350,,,Vaux-114;p59878.htm#i598775,,,,
Q149475,"Ranulf Engaine, of Idsell",,Q98960289,,,I00451666,,,,
Q149476,Ibria de Trevers,,Q98960290,,,I00451667;Trevers-1,,,,
Q149477,Simon de Moreville,,Q116177412,,,I00196925,,,,
Q149478,Beatrice de Beauchamp,,Q64565681,6000000002043178578,,I00196924;Beauchamp-118,,,,
Q149479,Alfie Hugill,,Q3142736,,,Hugh_de_Morville_(1),,,,
Q149480,Malcolm de Morville,,Q64566026,,,,,,,
Q149481,Ada de Morville,,Q64566516,,,,,,,
Q149482,Maud de Morville,,Q64566863,,,Morville-26;p=maud;n=de+morville;,,,,
Q149483,Ralph Basset,,Q7287219,,,Basset-12;p46660.htm#i466591;Ralph_Basset_(1);p=ralph;n=basset;oc=3,,,,
Q149484,Q81058232,,Q81058232,,,,,,,
Q149485,Eustachia Basset,,Q61896416,,,I00140319;p414.htm#i4132;p=eustachia;n=basset;oc=1,,,,
Q149486,Q81543342,,Q81543342,,,Malbank-7,,,,
Q149487,Philippa Basset,,Q18681526,,,907480;Basset-25;p69040.htm#i690395;p=philippa;n=basset,,,,
Q149488,Albert Grelley,,Q81069193,,,,,,,
Q149489,Guy de Craon,,Q81069674,,,Craon-57;p=guy;n=de craon;oc=1,,,,
Q14949,Kira Mitsusada,,Q11414246,,,,,,,
Q149490,Robert Gresle,,Q7351406,6000000003827232265,,,,,,
Q149491,Lucia Basset,,Q109853182,,,I00650813;Basset-406,,,,
Q149492,Robert de Dunstanville,,Q18576900,,,,,,,
Q149493,Walter de Dunstanville,,Q18577128,,,Dunstanville-22,,,,
Q149494,Alan II de Dunstanville,,Q18526340,,,Dunstanville-33,,,,
Q149495,Matthew de Louvain,,Q76102505,,,311092;I00477614;Louvain-24;p53225.htm#i532246;Matthew_De_Lovaine_(1);p=matthew;n=de lovaine;oc=1,,,,
Q149496,Muriel (?),,Q76102506,,,I00477615;UNKNOWN-81909;p53225.htm#i532247;Muriel_Unknown_(2);p=muriel;n=n,,,,
Q149497,"Thomas de Beaumont, 6th Earl of Warwick",,Q3990748,4431868235730044194,,"I00370350;Beaumont-701;p69040.htm#i690396;Thomas_de_Beaumont,_6th_Earl_of_Warwick_(1);p=thomas;n=de beaumont le roger",,,,
Q149498,"Hugh le Despencer, 1st Baron le Despencer",,Q1634646,,,500159;I00177426;Despenser-38;p40672.htm#i406713;Hugh_le_Despencer_(2),,,,
Q149499,Eleanor le Despencer,,Q75248219,,,867217;I00028694;Despenser-60;p930.htm#i9298;Eleanor_Le_De_Spencer_(1);p=eleanor;n=le despencer,,,,
Q14950,Isshiki Ariyoshi,,Q11353123,,,,,,,
Q149500,Joan le Despenser,,Q75925038,,,I00198205;Despenser-11;p40672.htm#i406712,,,,
Q149501,Sir John FitzJohn,,Q96075885,,,,,,,
Q149502,"John de Beauchamp, 1st Baron Beauchamp",,Q6265477,,,I00232100;Beauchamp-3439;p11859.htm#i118583,,,,
Q149503,Catherine de Bures,,Q75400596,,,I00670622;Bures-4;p11861.htm#i118603,,,,
Q149504,"Roger Beauchamp, 1st Baron Beauchamp of Bletso",,Q7357850,,,595726;I00029090;Beauchamp-203;p11857.htm#i118562;Roger_Beauchamp_(17),,,,
Q149505,Sir John de Beauchamp,,Q75400598,,,I00473275;Beauchamp-198;p11861.htm#i118604,,,,
Q149506,"John de Lisle, 2nd Baron Lisle",,Q6265574,,,I00462664;Lisle-132,,,,
Q149507,Ralph of Sudeley,,Q18530699,,,I00570528;Sudeley-13;p58844.htm#i588431;p=ralph;n=sudley,,,,
Q149508,Imenia (?),,Q76183921,,,I00570529;Corbet-104;p58844.htm#i588432;p=imenia;n=n,,,,
Q149509,Bartholomew de Sudeley,,Q76183928,,,I00486706;Sudeley-10;p58844.htm#i588437;p=bartholomew;n=sudley,,,,
Q14951,Kira Takayoshi,,Q11414228,,,,,,,
Q149510,Joan Sodington,,Q75431371,,,I00214358;Soddington-8;p13741.htm#i137410,,,,
Q149511,Sir John Blount,,Q75475836,6000000002725155726,,I00214355;Blount-78;p16527.htm#i165265|p21311.htm#i213101,,,,
Q149512,"William le Blount, 1st Lord Blount",,Q75431368,,,Blount-123;p13741.htm#i137408,,,,
Q149513,Peter le Blount,,Q75875520,,,p37298.htm#i372975,,,,
Q149514,Sir Walter Blount,,Q96075879,,,,,,,
Q149515,Robert Blount,,Q75558672,6000000006092376098,,Blount-92;p21197.htm#i211963,,,,
Q149516,Isabel Odingsells,,Q75558674,,,Odingsells-1;p21197.htm#i211964,,,,
Q149517,Robert Blount,,Q96075887,,,,,,,
Q149518,Isabel Oddingselles,,Q96075888,,,,,,,
Q149519,Margaret de Goushill,,Q76372065,,,I00042725;Goushill-4;p71843.htm#i718422,,,,
Q14952,Imagawa Nakaaki,samurai of the early Muromachi period,Q11376905,,,,,,,
Q149520,Philip le Despenser,,Q15623918,,,I00042727;Despenser-23;p71841.htm#i718409,,,,
Q149521,Edward le Despenser,,Q3432590,6000000001830697409,,595760;I00113940;Despenser-28;p2644.htm#i26435,,,,
Q149522,"Elizabeth le Despenser, Baroness Berkeley",,Q5363805,,,I00027821;Despenser-2;p2570.htm#i25698;Elizabeth_le_Despenser_(2),,,,
Q149523,Éléonore le Despenser,,Q72375951,,,p41164.htm#i411638,,,,
Q149524,Margaret le Despenser,,Q72375977,,,,,,,
Q149525,"Hugh le Despencer, 2nd Baron le Despencer",,Q4502673,6000000006754297085,,I00399138;Despenser-47;p2643.htm#i26430;Hugh_le_Despencer_(3),,,,
Q149526,"Isabel le Despenser, Countess of Arundel",,Q6077837,6000000005907443009,,I00108700;Despenser-7;p11649.htm#i116489;Isabel_le_Despenser_(3);p=isabel;n=le despencer;oc=2,,,,
Q149527,"Amauri de St.Amand, Lord St.Amand",,Q116054265,,,I00613650,,,,
Q149528,Thomas de Leybourne,,Q69787886,6000000015707960353,,I00026585;Leybourne-13;p13794.htm#i137932;Thomas_De_Leyburn_(1);p=thomas;n=leyburn,,,,
Q149529,"William la Zouche, 1st Baron Zouche of Mortimer",,Q20752960,,,I00026586;Mortimer-623;p10693.htm#i106928;William_De_Mortimer_(4);p=william;n=la zouche;oc=10,,,,
Q14953,Imagawa Ujikane,samurai of the early-Muromachi period,Q11376921,,,,,,,
Q149530,Joyce la Zouche,,Q75401020,,,I00262807;Zouche-23;p11886.htm#i118855,,,,
Q149531,Alan la Zouche,,Q76100974,,,488767;Zouche-152;p53114.htm#i531133,,,,
Q149532,"Thomas de Beauchamp, 12th Earl of Warwick",,Q945379,6000000005856941001,,I00101305;Beauchamp-230;p349.htm#i3484;Thomas_de_Beauchamp_(2),,,,
Q149533,Philippa de Beauchamp,,Q7184742,,,I00026568;Beauchamp-66;p6.htm#i51;Philippa_de_Beauchamp_(1),,,,
Q149534,"William de Beauchamp, 1st Baron Bergavenny",,Q8020750,6000000006444063458,,1308222;I00037954;Beauchamp-62;p1452.htm#i14519;William_de_Beauchamp_(4);p=william;n=de beauchamp;oc=1,,,,
Q149535,Maud de Beauchamp,,Q56373638,6000000053049183109,,I00028356;Beauchamp-1344;p17626.htm#i176256,,,,
Q149536,Guy de Beauchamp II,,Q42887228,,,I00510264;p72106.htm#i721059,,,,
Q149537,Lady Elizabeth Beauchamp,,Q75612608,,,p24465.htm#i244647,,,,
Q149538,Joan de Beauchamp,,Q75397913,,,Beauchamp-98;p11698.htm#i116980,,,,
Q149539,Alice de Beauchamp,,Q75400649,,,I00510272;Beauchamp-234;p11864.htm#i118637,,,,
Q14954,Imagawa Noriuji,daimyo of the Nanbokucho period,Q11376940,,,,,,,
Q149540,Isabel de Beauchamp,,Q76154609,6000000031554205241,,I00101313;Beauchamp-133;p56831.htm#i568308,,,,
Q149541,Reynbrun de Beauchamp,,Q76375348,,,p72107.htm#i721069,,,,
Q149542,John de Beauchamp,,Q76375352,,,I00510267;p72108.htm#i721072,,,,
Q149543,Roger de Beauchamp,,Q76375353,,,p72108.htm#i721073,,,,
Q149544,Margaret de Beauchamp,,Q76375354,,,I00510274;p72108.htm#i721074,,,,
Q149545,Agnes de Beauchamp,,Q76375356,,,p72108.htm#i721076,,,,
Q149546,Juliana de Beauchamp,,Q76375357,,,I00510278;p72108.htm#i721077,,,,
Q149547,Catherine de Beauchamp,,Q76375358,,,I00510279;p72108.htm#i721078,,,,
Q149548,"Thomas of Astley, 3rd Lord Astley",,Q61911535,6000000002101076351,,I00101330;Astley-27;p3200.htm#i31995,,,,
Q149549,"William of Astley, 4th Lord Astley",,Q61911200,,,I00101332;Astley-9;p3212.htm#i32112,,,,
Q149550,Sir Thomas Astley,,Q75757846,,,I00029027;Astley-137;p31887.htm#i318866,,,,
Q149551,Alice Astley,,Q106509759,,,I00385476;Astley-5,,,,
Q149552,"Geoffrey de Say, 2nd Lord de Say",,Q18527126,,,I00101317;Say-80;p22801.htm#i228006,,,,
Q149553,Idonea de Say,,Q75586843,,,I00101319;p22801.htm#i228007,,,,
Q149554,Joan de Say,,Q75791702,,,622238;I00038362;Saye-10;p33615.htm#i336150;Joan_de_Say_(1);p=joan;n=de saye,,,,
Q149555,Elizabeth de Say,,Q75791721,,,p33616.htm#i336160,,,,
Q149556,"William de Say, 3rd Lord Say",,Q75386935,,,p10697.htm#i106967,,,,
Q149557,Rowland Odingsels,,Q76375361,,,p72108.htm#i721080,,,,
Q149558,John Clinton,,Q76375364,,,p72109.htm#i721082,,,,
Q149559,Robert de Napton,,Q76375366,,,p72109.htm#i721084,,,,
Q14956,Kira Mitsuie,,Q11414243,,,,,,,
Q149560,Gerard de Furnival,,Q5550208,6000000006166433041,,I00466610;Furnival-21;p40594.htm#i405937,,,,
Q149561,Maud de Luvetot,,Q75923589,,,I00466611;Luvetot-2;p40594.htm#i405938,,,,
Q149562,Sir Thomas de Furnivalle,,Q75923547,,,500163;I00198206;Furnival-10;p40592.htm#i405917,,,,
Q149563,unknown daughter de Furnivalle,,Q76298195,,,p67137.htm#i671362,,,,
Q149564,Alice de Segrave,,Q76278510,,,p65815.htm#i658149,,,,
Q149565,Millicent de Camville,,Q61911588,,,530867;I00028889;Camville-16;p59997.htm#i599961;Isabel_De_Camville_(11)|Millicent_de_Camville_(1);p=isabelle;n=de canville,,,,
Q149566,John de Limesi,,Q75870095,,,I00028892;Limesi-9;p36903.htm#i369029;John_De_Limesi_(1)|John_Limes_(1),,,,
Q149567,"Margaret de Newburg, 7th Countess of Warwick",,Q3846903,,,"907481;I00397890;Beaumont-1205;p69040.htm#i690397;Margaret_de_Newburg,_7th_Countess_of_Warwick_(1);p=margery;n=de beaumont le roger",,,,
Q149568,Nicholas de Carew,,Q75541492,,,I00691582;Carew-30;p20352.htm#i203511,,,,
Q149569,Avice Tuite,,Q75541494,,,I00684958;Tuitt-1;p20352.htm#i203512,,,,
Q149570,Avice Martin,,Q75541499,,,I00684956;Martin-3554;p20352.htm#i203515,,,,
Q149571,Beatrice Carew,,Q75644789,,,Carew-20;p26767.htm#i267665,,,,
Q149572,"Thomas de Carew, of Southcourt",,Q104033583,,,I00672996;Carew-34,,,,
Q149573,John Mohun,,Q76194700,,,I00125463;Mohun-57;p59569.htm#i595688,,,,
Q149574,Elizabeth FitzAlan,,Q75397092,,,I00425701;FitzAlan-583;p11650.htm#i116492;Elizabeth_FitzAlan_(13);p=elizabeth;n=fitzalan;oc=2,,,,
Q149575,Thomas Carew,,Q18528937,,,I00526027;Carew-113;p13998.htm#i139973,,,,
Q149576,"John II Comyn, Lord of Badenoch",,Q524817,,,926308;I00027691;Comyn-118;p7225.htm#i72242;John_Comyn_(29);p=john;n=comyn;oc=2,,,,
Q149577,Eleanor Balliol,,Q15710793,,,926311;I00027687;Balliol-3;p10530.htm#i105297;Eleanor_de_Balliol_(1);p=eleanor;n=de balliol,,,,
Q149578,"John IV Comyn, Lord of Badenoch",,Q23614507,,,I00106030;p10700.htm#i106991,,,,
Q149579,unknown daughter Comyn,,Q76180049,,,p58586.htm#i585852,,,,
Q14958,Isshiki Akinori,,Q11353159,,,,,,,
Q149580,Joan Comyn,,Q75389426,,,I00437393;Comyn-114;p10916.htm#i109154,,,,
Q149581,"James Butler, 1st Earl of Ormond",,Q6130586,6000000002112707514,,I00126341;Butler-1160;p10694.htm#i106940;James_Butler_(122),,,,
Q149582,"John Charleton, 3rd Baron Cherleton",,Q2657771,,,I00028781;Cherleton-5;p21586.htm#i215860;John_Charleton_(3),,,,
Q149583,"John Charleton, 4th Baron Cherleton",,Q2657811,6000000000436898288,,I00384564;Cherleton-13;p2377.htm#i23763;John_Cherleton_(12),,,,
Q149584,"Edward Charleton, 5th Baron Cherleton",,Q5342275,,,I00026757;Cherleton-4;p10199.htm#i101987;Edward_Charleton_(2),,,,
Q149585,"Henry Grey, 5th Lord Grey (of Wilton)",,Q75387368,,,I00127845;Grey-225;p10733.htm#i107323,,,,
Q149586,"Margaret Darcy, Lady Darcy",,Q18528946,,,I00108550;Grey-227;p10733.htm#i107322,,,,
Q149587,"Richard Grey, 6th Lord Grey (of Wilton)",,Q75561292,,,I00127847;Grey-338;p21344.htm#i213439;p=richard;n=grey;oc=2,,,,
Q149588,Anne Talbot,,Q75239660,,,I00028652;Talbot-335;p198.htm#i1978;Anne_Talbot_(12);p=anne;n=talbot;oc=1,,,,
Q149589,Richard Talbot,,Q7329386,,,p1266.htm#i12651,,,,
Q14959,Horiguchi Sadayoshi's foster daughter,,Q106681514,,,,,,,
Q149590,Mary Talbot,,Q75765085,6000000006444270310,,I00198884;p32243.htm#i322423,,,,
Q149591,"Gilbert Talbot, 5th Baron Talbot",,Q66212712,,,I00246644;Talbot-349;p1228.htm#i12271;p=gilbert;n=talbot,,,,
Q149592,"John Talbot, 1st Earl of Shrewsbury",,Q561173,6000000002113066241,,I00101406;Talbot-36;p10761.htm#i107601;John_Talbot_(41),,,,
Q149593,John d'Acton,,Q75567274,,,p21688.htm#i216880,,,,
Q149594,"Sir Hugh Poyntz, 1st Lord Poyntz",,Q75620333,6000000000490879975,,I00304747;Poyntz-19;p25026.htm#i250260,,,,
Q149595,Margaret Paveley,,Q75620335,,,I00304748;p25027.htm#i250262,,,,
Q149596,Elizabeth de Clanvowe,,Q75620362,,,I00304727;Clanvowe-1;p25029.htm#i250282,,,,
Q149597,Margery Poyntz,,Q75620366,6000000000490879968,,Gyse-13;p25029.htm#i250285,,,,
Q149598,Robert Poyntz,,Q51864333,6000000006444211171,,I00304730;Poyntz-16;p25029.htm#i250283,,,,
Q149599,Thomas Berkeley,,Q51857826,,,Berkeley-773;p21565.htm#i215641,,,,
Q14960,Wakiya Yoshisuke,samurai,Q969116,,,,,,,
Q149600,Margaret Berkeley,,Q75565156,,,p21565.htm#i215642,,,,
