# Entities with family relationships but no external identifiers
qid,english_label,english_description,fathers,mothers,children,spouses,has_p39_no_identifiers,has_p39_no_relatives
Q137482,,,Q138161;Q116319;Q116317;Q116321;Q138161;Q116319;Q116317;Q116321,Q116315;Q116315,Q137030;Q137030,Q137481;Q137481,No,No
Q137483,,,Q112558;Q138163;Q114131;Q116323;Q112558;Q138163;Q114131;Q116323,Q138162;Q138162;Q138162;Q138162,Q137030;Q137030,Q137481;Q137481,No,No
Q137484,,,Q138165;Q116325;Q116329;Q138165;Q116325;Q116329,Q138164;Q138164,Q137030;Q137030,Q137481;Q137481,No,No
Q137485,,,Q116513;Q138167;Q116509;Q116519;Q116521;Q138168;Q116515;Q116511;Q116523;Q116513;Q138167;Q116509;Q116519;Q116521;Q138168;Q116515;Q116511;Q116523,Q138166;Q138166;Q138166;Q138166,Q116535;Q116535,Q116309;Q116309,No,No
Q137486,,,Q137488;Q111619;Q114099;Q112544;Q112540;Q112546;Q137489;Q137490;Q137488;Q111619;Q114099;Q112544;Q112540;Q112546;Q137489;Q137490,Q137487;Q114097;Q137487;Q114097,Q138169;Q138169,,No,No
Q137487,,,Q137488;Q111619;Q114099;Q112544;Q112540;Q112546;Q137489;Q137490;Q137488;Q111619;Q114099;Q112544;Q112540;Q112546;Q137489;Q137490,Q137486;Q137486,Q138171;Q138171,Q138170;Q138170,No,No
Q137488,,,,Q113856;Q113856,Q137486;Q137486,Q137487;Q137487,No,No
Q137489,,,Q138164;Q138177;Q138176;Q138164;Q138177;Q138176,Q138175;Q138175;Q138175;Q138175,Q137486;Q137486,Q137487;Q137487,No,No
Q137490,,,,,Q137486;Q137486,Q137487;Q137487,No,No
Q137491,,,Q138178;Q112560;Q112566;Q112568;Q112564;Q138178;Q112560;Q112566;Q112568;Q112564,Q112558;Q112558;Q112558;Q112558,Q111617;Q111617,Q111619;Q111619,No,No
Q137492,,,Q111615;Q137504;Q111615;Q137504,Q110982;Q110982;Q110982;Q110982,Q111617;Q111617,Q111619;Q111619,No,No
Q137493,,,,Q137032;Q137032,Q138172;Q138172,Q138158;Q138158,No,No
Q137494,,,Q113948;Q113946;Q137497;Q137495;Q113940;Q113942;Q137496;Q137498;Q113952;Q113948;Q113946;Q137497;Q137495;Q113940;Q113942;Q137496;Q137498;Q113952,Q137032;Q137032;Q137032;Q137032,Q116401;Q116401,,No,No
Q137495,,,Q114207;Q114209;Q137500;Q112604;Q114201;Q138181;Q138180;Q138182;Q116413;Q114207;Q114209;Q137500;Q112604;Q114201;Q138181;Q138180;Q138182;Q116413,Q137037;Q138179;Q116407;Q138179;Q137037;Q138179;Q116407;Q138179,Q137032;Q137032,Q137494;Q137494,No,No
Q137496,,,Q116417;Q116419;Q116421;Q116423;Q116417;Q116419;Q116421;Q116423,Q116415;Q116415,Q137032;Q137032,Q137494;Q137494,No,No
Q137497,,,Q116429;Q116427;Q116431;Q116429;Q116427;Q116431,Q116425;Q120207;Q116425;Q120207,Q137032;Q137032,Q137494;Q137494,No,No
Q137498,,,Q137517;Q112640;Q116435;Q114289;Q114299;Q114295;Q137517;Q112640;Q116435;Q114289;Q114299;Q114295,Q137038;Q116433;Q114289;Q137038;Q116433;Q114289,Q137032;Q137032,Q137494;Q137494,No,No
Q137499,,,Q116453;Q116451;Q116154;Q116455;Q116457;Q116453;Q116451;Q116154;Q116455;Q116457,Q116449;Q116449,Q137032;Q137032,Q116447;Q116447,No,No
Q137500,,,Q116491;Q116493;Q116491;Q116493,Q116489;Q116489,Q137495;Q137495,Q116407;Q116407,No,No
Q137501,,,Q138190;Q138190,Q116495;Q116495;Q116495;Q116495,Q137032;Q137032,Q116447;Q116447,No,No
Q137502,,,Q112492;Q137503;Q112488;Q112494;Q112492;Q137503;Q112488;Q112494,Q137034;Q137034,Q138172;Q138172,Q138158;Q138158,No,No
Q137503,,,Q114002;Q113992;Q138195;Q138197;Q138196;Q138194;Q114000;Q114002;Q113992;Q138195;Q138197;Q138196;Q138194;Q114000,Q113990;Q112558;Q113816;Q113990;Q112558;Q113816,Q137502;Q137502,Q137034;Q137034,No,No
Q137504,,,Q110992;Q138199;Q110994;Q110996;Q138200;Q110512;Q110510;Q110992;Q138199;Q110994;Q110996;Q138200;Q110512;Q110510,Q110986;Q110096;Q138198;Q138198;Q110096;Q110986;Q110096;Q138198;Q138198;Q110096,Q110982;Q110982,Q137492;Q137492,No,No
Q137505,,,Q137506;Q137507;Q137506;Q137507,Q137035;Q137035;Q137035;Q137035,Q137064;Q137064,,No,No
Q137506,,,Q138201;Q138201,,Q137505;Q137505,Q137035;Q137035,No,No
Q137507,,,,,Q137505;Q137505,Q137035;Q137035,No,No
Q137514,,,Q117079;Q137036;Q126855;Q126843;Q137039;Q121163;Q121165;Q121167;Q117079;Q137036;Q126855;Q126843;Q137039;Q121163;Q121165;Q121167,Q125709;Q126841;Q125709;Q126841;Q125709;Q126841;Q125709;Q126841,Q126835;Q126835;Q126835,Q126837;Q126837;Q126837,No,No
Q137515,,,Q121187;Q121189;Q121191;Q138214;Q117097;Q121195;Q120822;Q126865;Q126867;Q126869;Q126871;Q121187;Q121189;Q121191;Q138214;Q117097;Q121195;Q120822;Q126865;Q126867;Q126869;Q126871,Q121157;Q137523;Q137523;Q121157;Q137523;Q137523,Q126863;Q126863;Q126863,,No,No
Q137516,,,,,Q137038;Q137038,Q117087;Q117087,No,No
Q137517,,,,,Q137038;Q137038,Q137498;Q137498,No,No
Q137518,,,Q117387;Q138222;Q138221;Q121087;Q117387;Q138222;Q138221;Q121087,Q117053;Q117053;Q117053;Q117053,Q137039;Q137039,Q121079;Q121079,No,No
Q137519,,,,,Q137039;Q137039,Q121079;Q121079,No,No
Q137520,,,,Q121935;Q121935,Q137039;Q137039,Q121079;Q121079,No,No
Q137523,,,Q121187;Q121189;Q121191;Q138214;Q117097;Q121195;Q120822;Q126865;Q126867;Q126869;Q126871;Q121187;Q121189;Q121191;Q138214;Q117097;Q121195;Q120822;Q126865;Q126867;Q126869;Q126871,Q137515;Q137515;Q137515;Q137515,Q125711;Q125711,Q136651;Q136651,No,No
Q137533,,,Q137055;Q137548;Q137549;Q114309;Q137550;Q117141;Q137551;Q121075;Q117137;Q137552;Q137055;Q137548;Q137549;Q114309;Q137550;Q117141;Q137551;Q121075;Q117137;Q137552,Q137547;Q137547,Q137469;Q137469,Q138145;Q138145,No,No
Q137539,,,Q121277;Q138239;Q126998;Q126996;Q121277;Q138239;Q126998;Q126996,Q126994;Q138238;Q126994;Q126994;Q138238;Q126994,Q137050;Q137050,Q126746;Q126746,No,No
Q137545,,,Q138227;Q138228;Q121746;Q126765;Q126767;Q138227;Q138228;Q121746;Q126765;Q126767,Q137527;Q138246;Q137527;Q138246;Q137527;Q138246;Q137527;Q138246,Q137544;Q137544,Q137054;Q137054,No,No
Q137547,,,Q137055;Q137548;Q137549;Q114309;Q137550;Q117141;Q137551;Q121075;Q117137;Q137552;Q137055;Q137548;Q137549;Q114309;Q137550;Q117141;Q137551;Q121075;Q117137;Q137552,Q137533;Q137533,Q138248;Q138248,Q138249;Q138249,No,No
Q137548,,,Q138256;Q138255;Q138256;Q138255,Q138195;Q120440;Q138195;Q120440,Q137547;Q137547,Q137533;Q137533,No,No
Q137549,,,Q114367;Q112654;Q117361;Q114367;Q112654;Q117361,Q114361;Q114361;Q114361;Q114361,Q137547;Q137547,Q137533;Q137533,No,No
Q137550,,,Q121249;Q138259;Q121251;Q121249;Q138259;Q121251,Q117387;Q117387;Q117387;Q117387,Q137547;Q137547,Q137533;Q137533,No,No
Q137551,,,Q121257;Q121255;Q121257;Q121255,Q121253;Q121253;Q121253;Q121253,Q137547;Q137547,Q137533;Q137533,No,No
Q137552,,,Q138260;Q138260,Q117037;Q117037,Q137547;Q137547,Q137533;Q137533,No,No
Q137553,,,,Q137056;Q137056,Q137470;Q137470,,No,No
Q137554,,,,Q137056;Q137056,Q137538;Q137538,,No,No
Q137556,,,,Q137059;Q137059,Q137470;Q137470,,No,No
Q137558,,,Q126419;Q137559;Q126419;Q137559,Q137061;Q137061;Q137061;Q137061,Q120822;Q120822,Q138269;Q138269,No,No
Q137559,,,Q138271;Q138272;Q138271;Q138272,Q138270;Q138270,Q137558;Q137558,Q137061;Q137061,No,No
Q137582,,,Q137089;Q137089,Q118934;Q118934;Q118934;Q118934,Q118664,,No,No
Q137583,,,Q137480;Q113422;Q137480;Q113422,Q115492;Q115492,Q111432;Q111432,Q111434;Q111434,No,No
Q137584,,,Q115512;Q115510;Q115512;Q115510,Q113432;Q113432,,,No,No
Q137585,,,Q137586;Q115720;Q115722;Q115718;Q137586;Q115720;Q115722;Q115718,Q115506;Q115506,Q137086;Q137086,,No,No
Q137586,,,Q137599;Q137479;Q116247;Q116249;Q116251;Q116253;Q115594;Q116237;Q116239;Q137599;Q137479;Q116247;Q116249;Q116251;Q116253;Q115594;Q116237;Q116239,Q137093;Q137093;Q137093;Q137093,Q137585;Q137585,Q115506;Q115506,No,No
Q137587,,,Q115061;Q115061,,Q138300;Q138300,,No,No
Q137588,,,Q115073;Q123672;Q123674;Q123676;Q115073;Q123672;Q123674;Q123676,Q118548;Q118548,Q123670;Q123670,,No,No
Q137589,,,Q113602;Q111497;Q112350;Q115724;Q138313;Q113602;Q111497;Q112350;Q115724;Q138313,Q112346;Q113612;Q112346;Q113612;Q112346;Q113612;Q112346;Q113612,Q137086;Q137086,,No,No
Q137590,,,Q113586;Q113584;Q113588;Q113590;Q112326;Q113586;Q113584;Q113588;Q113590;Q112326,Q136700;Q113582;Q113582;Q136700;Q113582;Q113582,Q115692;Q115692,,No,No
Q137591,,,Q137087;Q115538;Q137087;Q115538,Q113440;Q113440,Q124056;Q124056;Q124056,,No,No
Q137593,,,Q137594;Q115742;Q115740;Q115746;Q137595;Q137596;Q115738;Q115748;Q137594;Q115742;Q115740;Q115746;Q137595;Q137596;Q115738;Q115748,Q137091;Q137091,Q113620;Q113620,Q113622;Q113622,No,No
Q137594,,,Q115662;Q113568;Q115662;Q113568,Q115660;Q115660,Q137091;Q137091,Q137593;Q137593,No,No
Q137595,,,Q119117;Q119119;Q119121;Q119081;Q119117;Q119119;Q119121;Q119081,Q119115;Q124157;Q119115;Q124157,Q137091;Q137091,Q137593;Q137593,No,No
Q137596,,,Q138153;Q119127;Q119129;Q138153;Q119127;Q119129,Q138301;Q138301,Q137091;Q137091,Q137593;Q137593,No,No
Q137597,,,Q120038;Q120038,Q124036;Q125538;Q124036;Q125538,Q137092;Q137092,Q115754;Q115754,No,No
Q137598,,,Q124042;Q124042,Q124040;Q124040,Q137092;Q137092,Q115754;Q115754,No,No
Q137599,,,,,Q137093;Q137093,Q137586;Q137586,No,No
Q137600,,,,,Q137093;Q137093,Q115652;Q115652,No,No
Q137601,,,Q116655;Q124050;Q116655;Q124050,Q115531;Q118963;Q115531;Q118963,,,No,No
Q137610,,,Q113612;Q113632;Q113630;Q138171;Q112354;Q113612;Q113632;Q113630;Q138171;Q112354,Q113628;Q111497;Q113628;Q111497;Q113628;Q111497;Q113628;Q111497,Q113620;Q113620,Q113622;Q113622,No,No
Q137611,,,Q116861;Q113848;Q116172;Q115704;Q116861;Q113848;Q116172;Q115704,Q115724;Q115724;Q115724;Q115724,Q115645;Q115645,,No,No
Q137612,,,Q138322;Q112316;Q138321;Q113570;Q138322;Q112316;Q138321;Q113570,Q113568;Q115654;Q113568;Q113568;Q115654;Q113568,Q115645;Q115645,Q115648;Q115648,No,No
Q137618,,,,Q111332;Q111332,Q110782;Q110782,,No,No
Q137619,,,Q138325;Q121099;Q138325;Q121099,Q121097;Q121097,Q116433;Q116433,Q120215;Q120215,No,No
Q137759,,,Q110242;Q110242,,Q111219;Q111219,,No,No
Q137760,,,,,Q109263;Q109263,,No,No
Q137762,,,Q138305;Q138304;Q138306;Q112268;Q138305;Q138304;Q138306;Q112268,Q115594;Q115594,Q115592;Q115592,,No,No
Q137764,,,Q138558;Q138154;Q116180;Q138557;Q116182;Q119886;Q138558;Q138154;Q116180;Q138557;Q116182;Q119886,Q138556;Q138556;Q138556;Q138556,Q137204;Q137204,Q119876;Q119876,No,No
Q137765,,,,Q115594;Q115594,Q137204;Q137204,Q119876;Q119876,No,No
Q137766,,,Q125392;Q125390;Q125394;Q125392;Q125390;Q125394,Q125388;Q125388;Q125388;Q125388,Q137204;Q137204,Q119876;Q119876,No,No
Q137790,,,,Q137245;Q137245,,,No,No
Q137792,,,,,Q137791;Q137791;Q137791;Q137791,Q137245;Q137245;Q137245;Q137245,No,No
Q137793,,,Q138592;Q138592;Q138592;Q138592,Q138591;Q138591;Q138591;Q138591,Q137791;Q137791;Q137791;Q137791,Q137245;Q137245;Q137245;Q137245,No,No
Q138134,,,Q120187;Q125703;Q120187;Q125703,Q116405;Q116405,Q125699;Q125699,Q125701;Q125701,No,No
Q138135,,,Q137481;Q112470;Q138159;Q138158;Q138160;Q112476;Q137481;Q112470;Q138159;Q138158;Q138160;Q112476,Q138141;Q113880;Q138141;Q113880,Q137463;Q137463,Q137478;Q137478,No,No
Q138136,,,Q116283;Q116287;Q116293;Q116289;Q116291;Q120048;Q116283;Q116287;Q116293;Q116289;Q116291;Q120048,Q138299;Q116281;Q116337;Q138299;Q116281;Q116337,Q137463;Q137463,Q137478;Q137478,No,No
Q138137,,,Q116355;Q120129;Q116353;Q125512;Q125514;Q116355;Q120129;Q116353;Q125512;Q125514,Q120127;Q120127;Q120127;Q120127,Q120010;Q120010,Q137464;Q137464,No,No
Q138138,,,Q138139;Q138139,Q120004;Q120004;Q120004;Q120004,,,No,No
Q138139,,,Q139161;Q139162;Q139161;Q139162,Q139160;Q139160;Q139160;Q139160,Q138138;Q138138,Q120004;Q120004,No,No
Q138140,,,Q138141;Q138141,Q113882;Q113882,Q116305;Q116305,Q116307;Q116307,No,No
Q138141,,,Q137481;Q112470;Q138159;Q138158;Q138160;Q137481;Q112470;Q138159;Q138158;Q138160,Q138135;Q138135,Q113882;Q113882,Q138140;Q138140,No,No
Q138145,,,Q137533;Q137471;Q137533;Q137471,Q137469;Q137469;Q137469;Q137469,,,No,No
Q138146,,,Q139170;Q139171;Q139172;Q139173;Q139170;Q139171;Q139172;Q139173,Q139166;Q139166;Q140851;Q139166;Q139166;Q140851,Q137470;Q137470,,No,No
Q138147,,,Q139176;Q139177;Q139178;Q139176;Q139177;Q139178,Q138239;Q139175;Q138239;Q138239;Q139175;Q138239,Q137470;Q137470,,No,No
Q138151,,,Q114682;Q114676;Q118080;Q117818;Q114682;Q114676;Q118080;Q117818,Q137476;Q116419;Q137476;Q116419,,,No,No
Q138153,,,Q113962;Q113888;Q120073;Q139189;Q120075;Q113962;Q113888;Q120073;Q139189;Q120075,Q116503;Q120077;Q116503;Q120077,Q138301;Q138301,Q137596;Q137596,No,No
Q138154,,,Q138156;Q113854;Q113856;Q113858;Q113860;Q116198;Q116200;Q113868;Q116202;Q116204;Q116192;Q113864;Q116190;Q116196;Q138155;Q113866;Q116194;Q138156;Q113854;Q113856;Q113858;Q113860;Q116198;Q116200;Q113868;Q116202;Q116204;Q116192;Q113864;Q116190;Q116196;Q138155;Q113866;Q116194,Q113852;Q116188;Q116186;Q113852;Q116188;Q116186,Q137764;Q137764,Q138556;Q138556,No,No
Q138155,,,,,Q138154;Q138154,Q116186;Q116186,No,No
Q138156,,,,Q138172;Q138172,Q138154;Q138154,Q113852;Q113852,No,No
Q138157,,,Q122313;Q125546;Q122313;Q125546,Q125544;Q125544;Q125544;Q125544,Q116287;Q116287,Q118910;Q118910,No,No
Q138158,,,Q137502;Q111595;Q137493;Q111601;Q110974;Q111597;Q137502;Q111595;Q137493;Q111601;Q110974;Q111597,Q138172;Q138172,Q138135;Q138135,Q138141;Q138141,No,No
Q138159,,,Q139198;Q113918;Q113924;Q113914;Q139191;Q113922;Q139198;Q113918;Q113924;Q113914;Q139191;Q113922,Q113854;Q139197;Q113854;Q113854;Q139197;Q113854,Q138135;Q138135,Q138141;Q138141,No,No
Q138160,,,,,Q138135;Q138135,Q138141;Q138141,No,No
Q138161,,,,Q139200;Q139200,Q137482;Q137482,Q116315;Q116315,No,No
Q138162,,,Q112558;Q138163;Q114131;Q116323;Q114133;Q114137;Q112558;Q138163;Q114131;Q116323;Q114133;Q114137,Q137483;Q116783;Q137483;Q116783;Q116791;Q137483;Q116783;Q137483;Q116783;Q116791,Q139201;Q139201,Q116355;Q116355,No,No
Q138163,,,Q114261;Q114257;Q114259;Q116789;Q114253;Q139203;Q114255;Q114043;Q114261;Q114257;Q114259;Q116789;Q114253;Q139203;Q114255;Q114043,Q139202;Q116787;Q139202;Q113818;Q139202;Q116787;Q139202;Q113818,Q138162;Q138162,Q137483;Q137483,No,No
Q138164,,,Q138165;Q116325;Q138165;Q116325,Q137484;Q137484,Q137489;Q137489,,No,No
Q138165,,,Q139206;Q120091;Q139205;Q120095;Q139206;Q120091;Q139205;Q120095,Q139204;Q139204;Q139204;Q139204,Q137484;Q137484,Q138164;Q138164,No,No
Q138166,,,Q116513;Q138167;Q116509;Q116519;Q116521;Q138168;Q116515;Q116511;Q116523;Q116513;Q138167;Q116509;Q116519;Q116521;Q138168;Q116515;Q116511;Q116523,Q137485;Q137485;Q137485;Q137485,Q138302;Q138302,Q113962;Q113962,No,No
Q138167,,,Q120334;Q139210;Q120332;Q120334;Q139210;Q120332,Q139209;Q139209;Q139209;Q139209,Q138166;Q138166,Q137485;Q137485,No,No
Q138168,,,Q139215;Q120338;Q120340;Q139215;Q120338;Q120340,Q139214;Q139214,Q138166;Q138166,Q137485;Q137485,No,No
Q138169,,,Q138170;Q137486;Q116170;Q138170;Q137486;Q116170,Q116168;Q116168;Q116168;Q116168,Q137592;Q137592,Q116162;Q116162,No,No
Q138170,,,Q112456;Q138172;Q137487;Q112456;Q138172;Q137487,Q138171;Q138171,Q138169;Q138169,,No,No
Q138171,,,Q112456;Q138172;Q137487;Q112456;Q138172;Q137487,Q138170;Q138170,Q111497;Q111497,Q137610;Q137610,No,No
Q138172,,,Q137502;Q111595;Q137493;Q111601;Q110974;Q111597;Q137502;Q111595;Q137493;Q111601;Q110974;Q111597,Q138158;Q138156;Q112462;Q138158;Q138156;Q112462,Q138171;Q138171,Q138170;Q138170,No,No
Q138173,,,Q114111;Q114107;Q114105;Q138174;Q114109;Q116743;Q114111;Q114107;Q114105;Q138174;Q114109;Q116743,Q112540,Q138304;Q138304,Q138558;Q138558,No,No
Q138174,,,Q139219;Q139219,Q139218;Q139218;Q139218;Q139218,Q138173;Q138173,Q112540;Q112540,No,No
Q138175,,,Q138177;Q138176;Q138177;Q138176,Q137489;Q137489;Q137489;Q137489,Q139222;Q139222,Q113982;Q113982,No,No
Q138176,,,Q139223;Q139223,,Q137489;Q137489,Q138175;Q138175,No,No
Q138177,,,Q139225;Q139226;Q114016;Q139225;Q139226;Q114016,Q139224;Q139224;Q139224;Q139224,Q137489;Q137489,Q138175;Q138175,No,No
Q138178,,,Q114145;Q114143;Q139229;Q114147;Q114145;Q114143;Q139229;Q114147,Q113942;Q139228;Q139228;Q113942;Q139228;Q139228,Q137491;Q137491,Q112558;Q112558,No,No
Q138179,,,Q112604;Q114201;Q138181;Q138180;Q138182;Q116413;Q112604;Q114201;Q138181;Q138180;Q138182;Q116413,Q137495;Q137495;Q137495;Q137495,Q116635;Q116635,Q139230;Q139230,No,No
Q138180,,,Q116881;Q116883;Q116881;Q116883,Q138196;Q138196,Q137495;Q137495,Q138179;Q138179,No,No
Q138181,,,Q139235;Q139234;Q139235;Q139234,Q140933;Q140933,Q137495;Q137495,Q138179;Q138179,No,No
Q138182,,,,,Q137495;Q137495,Q138179;Q138179,No,No
Q138183,,,Q138184;Q116439;Q116445;Q116443;Q138184;Q116439;Q116445;Q116443,Q113940;Q113940;Q113940;Q113940,Q116635;Q116635,Q139230;Q139230,No,No
Q138184,,,Q120241;Q120239;Q120237;Q120245;Q139240;Q139241;Q120249;Q120241;Q120239;Q120237;Q120245;Q139240;Q139241;Q120249,Q120235;Q125763;Q120235;Q125763,Q138183;Q138183,Q113940;Q113940,No,No
Q138185,,,,Q120269;Q120269,Q116459;Q116459,Q113946;Q113946,No,No
Q138186,,,Q120275;Q120275,Q120271;Q120273;Q120273;Q120271;Q120273;Q120273,Q116459;Q116459,Q113946;Q113946,No,No
Q138187,,,Q139244;Q139244,Q120285;Q120285,Q116459;Q116459,Q113948;Q113948,No,No
Q138188,,,Q116925;Q114739;Q139247;Q114737;Q139248;Q116921;Q116923;Q112815;Q114227;Q139246;Q116925;Q114739;Q139247;Q114737;Q139248;Q116921;Q116923;Q112815;Q114227;Q139246,Q139233;Q139245;Q139233;Q139233;Q139245;Q139233,Q116459;Q116459,Q113948;Q113948,No,No
Q138189,,,Q119766;Q139243;Q114629;Q139251;Q114357;Q116084;Q139250;Q116086;Q116090;Q117810;Q119768;Q116098;Q139252;Q116094;Q116088;Q118267;Q139253;Q119766;Q139243;Q114629;Q139251;Q114357;Q116084;Q139250;Q116086;Q116090;Q117810;Q119768;Q116098;Q139252;Q116094;Q116088;Q118267;Q139253,Q139237;Q117315;Q139249;Q139237;Q117315;Q139249,Q116459;Q116459,Q113948;Q113948,No,No
Q138190,,,Q120320;Q120318;Q139254;Q120320;Q120318;Q139254,Q120314;Q120314,Q137501;Q137501,Q116495;Q116495,No,No
Q138191,,,Q139185;Q118090;Q118094;Q139185;Q118090;Q118094,Q114680;Q139255;Q114680;Q139255,Q120181;Q120181,Q116399;Q116399,No,No
Q138192,,,Q112508;Q112508,Q114047;Q114047,Q116655;Q116655,,No,No
Q138193,,,Q113718;Q114076;Q116585;Q113718;Q114076;Q116585,Q112520;Q139257;Q112520;Q139257,Q113985;Q113985,Q112488;Q112488,No,No
Q138194,,,,Q125733;Q125733,Q137503;Q137503,Q113816;Q113816,No,No
Q138195,,,Q138256;Q138255;Q138256;Q138255,Q137548;Q112632;Q114271;Q137548;Q112632;Q114271,Q137503;Q137503,Q113816;Q113816,No,No
Q138196,,,Q139263;Q139264;Q139262;Q139263;Q139264;Q139262,Q138180;Q139215;Q138180;Q139215,Q137503;Q137503,Q113816;Q113816,No,No
Q138197,,,Q139266;Q139265;Q139267;Q114532;Q114534;Q114536;Q139266;Q139265;Q139267;Q114532;Q114534;Q114536,Q112620;Q114530;Q112620;Q114530;Q112620;Q114530;Q112620;Q114530,Q137503;Q137503,Q113816;Q113816,No,No
Q138198,,,Q138199;Q110994;Q110996;Q138200;Q138199;Q110994;Q110996;Q138200,Q137504;Q111643;Q137504;Q137504;Q111643;Q137504,Q111605;Q111605,Q139199;Q139199,No,No
Q138199,,,Q111653;Q111655;Q111647;Q139269;Q111651;Q111653;Q111655;Q111647;Q139269;Q111651,Q138215;Q138215,Q137504;Q137504,Q138198;Q138198,No,No
Q138200,,,Q111683;Q111681;Q139273;Q111683;Q111681;Q139273,Q139272;Q139272,Q137504;Q137504,Q138198;Q138198,No,No
Q138201,,,Q139280;Q139281;Q139280;Q139281,Q139278;Q139279;Q139279;Q139278;Q139278;Q139279;Q139279;Q139278,Q137506;Q137506,,No,No
Q138214,,,Q117147;Q121275;Q126886;Q126885;Q126881;Q126888;Q126883;Q117147;Q121275;Q126886;Q126885;Q126881;Q126888;Q126883,Q139309;Q139310;Q139309;Q139310,Q137515;Q137515,Q137523;Q137523,No,No
Q138215,,,Q112642;Q111653;Q111655;Q111647;Q139269;Q111651;Q112642;Q111653;Q111655;Q111647;Q139269;Q111651,Q112640;Q138199;Q112640;Q138199,Q139311;Q139311,Q139203;Q139203,No,No
Q138216,,,Q121071;Q121065;Q121067;Q138217;Q121069;Q121063;Q121071;Q121065;Q121067;Q138217;Q121069;Q121063,Q121061;Q121857;Q121061;Q121061;Q121857;Q121061,Q139314;Q139314,,No,No
Q138217,,,Q120123;Q114281;Q120121;Q120125;Q120123;Q114281;Q120121;Q120125,Q116345;Q116345,Q138216;Q138216,Q121061;Q121061,No,No
Q138221,,,Q117389;Q114375;Q114377;Q112656;Q139319;Q117389;Q114375;Q114377;Q112656;Q139319,Q114373;Q114373;Q114373;Q114373,Q137518;Q137518,Q117053;Q117053,No,No
Q138222,,,Q139322;Q117373;Q117375;Q138236;Q121863;Q139321;Q139322;Q117373;Q117375;Q138236;Q121863;Q139321,Q139320;Q139320,Q137518;Q137518,Q117053;Q117053,No,No
Q138227,,,Q139182;Q139182,Q138149;Q138149,Q137527;Q137527,Q137545;Q137545,No,No
Q138228,,,Q139332;Q139333;Q139332;Q139333,Q139331;Q139331,Q137527;Q137527,Q137545;Q137545,No,No
Q138233,,,Q138234;Q122365;Q138235;Q121055;Q138234;Q122365;Q138235;Q121055,Q122361;Q122361,Q120117;Q120117,Q139336;Q139336,No,No
Q138234,,,Q120464;Q120462;Q139338;Q139168;Q120468;Q120466;Q126005;Q120872;Q126045;Q139337;Q120464;Q120462;Q139338;Q139168;Q120468;Q120466;Q126005;Q120872;Q126045;Q139337,Q125869;Q139264;Q139264;Q125869;Q125869;Q139264;Q139264;Q125869,Q122361;Q122361,Q138233;Q138233,No,No
Q138235,,,Q117652;Q117650;Q122359;Q119418;Q139340;Q117652;Q117650;Q122359;Q119418;Q139340,Q139211;Q139339;Q139339;Q139211;Q139339;Q139339,Q122361;Q122361,Q138233;Q138233,No,No
Q138236,,,Q121901;Q121899;Q121903;Q121396;Q121897;Q121901;Q121899;Q121903;Q121396;Q121897,Q121893;Q121895;Q121893;Q121893;Q121895;Q121893,Q139320;Q139320,Q138222;Q138222,No,No
Q138239,,,Q139176;Q139177;Q139176;Q139177,Q137557;Q138147;Q138147;Q137557;Q138147;Q138147,Q137539;Q137539,Q126994;Q126994,No,No
Q138246,,,Q121746;Q126765;Q126767;Q139360;Q139359;Q121103;Q139358;Q121107;Q121111;Q121105;Q121115;Q121746;Q126765;Q126767;Q139360;Q139359;Q121103;Q139358;Q121107;Q121111;Q121105;Q121115,Q137545;Q139323;Q137545;Q139323;Q137545;Q139323;Q137545;Q139323,Q139327;Q139327,Q126757;Q126757,No,No
Q138248,,,Q117409;Q137547;Q121941;Q138251;Q138252;Q117401;Q117411;Q138250;Q121937;Q138253;Q114373;Q138254;Q117413;Q121939;Q117407;Q117409;Q137547;Q121941;Q138251;Q138252;Q117401;Q117411;Q138250;Q121937;Q138253;Q114373;Q138254;Q117413;Q121939;Q117407,Q138249;Q121929;Q121931;Q139365;Q121933;Q138249;Q121929;Q121931;Q139365;Q121933,Q139363;Q139363,Q121923;Q121923,No,No
Q138249,,,Q117409;Q137547;Q121941;Q138251;Q138252;Q117401;Q117411;Q117409;Q137547;Q121941;Q138251;Q138252;Q117401;Q117411,Q138248;Q138248,Q139366;Q139366,,No,No
Q138250,,,,,Q138248;Q138248,Q121929;Q121929,No,No
Q138251,,,Q121953;Q121953,,Q138248;Q138248,Q138249;Q138249,No,No
Q138252,,,Q139367;Q121957;Q139367;Q121957,,Q138248;Q138248,Q138249;Q138249,No,No
Q138253,,,,,Q138248;Q138248,Q139365;Q139365,No,No
Q138254,,,,,Q138248;Q138248,Q139365;Q139365,No,No
Q138255,,,Q139369;Q139368;Q117836;Q139370;Q117834;Q139369;Q139368;Q117836;Q139370;Q117834,Q139337;Q114540;Q114540;Q139337;Q114540;Q114540,Q138195;Q138195,Q137548;Q137548,No,No
Q138256,,,Q120452;Q120450;Q120444;Q139371;Q117932;Q120446;Q120452;Q120450;Q120444;Q139371;Q117932;Q120446,Q119346;Q119346;Q119346;Q119346,Q138195;Q138195,Q137548;Q137548,No,No
