id,translation,label_en
Q30250,,Q10944145 ,,,,,,,,,,
Q30302,,Q11094499 ,,,,,,,,,,
Q30306,,Q11094498 ,,,,,,,,,,
Q30314,,Q11093854 ,,,,,,,,,,
Q30318,,Q11093584 ,,,,,,,,,,
Q30322,,Q11094171 ,,,,,,,,,,
Q30326,,Q11093607 ,,,,,,,,,,
Q30331,,Q8254651 ,,,,,,,,,,
Q30339,,Q22829254 ,,,,,,,,,,
Q30343,,Q11094114 ,,,,,,,,,,
Q30347,,Q11094128 ,,,,,,,,,,
Q30351,,Q11094601 ,,,,,,,,,,
Q30355,,Q11094602 ,,,,,,,,,,
Q30359,,Q11094690 ,,,,,,,,,,
Q30363,,Q11094694 ,,,,,,,,,,
Q30367,,Q11094067 ,,,,,,,,,,
Q30371,,Q18653755 ,,,,,,,,,,
Q30375,,Q11094758 ,,,,,,,,,,
Q30591,,Q27952689 ,,,,,,,,,,
Q30595,,Q85983639 ,,,,,,,,,,
Q30684,,Q11094636 ,,,,,,,,,,
Q30688,,Q22829216 ,,,,,,,,,,
Q30692,,Q133539104 ,,,,,,,,,,
Q30773,,Q8250841 ,,,,,,,,,,
Q30777,,Q8250571 ,,,,,,,,,,
Q30781,,Q8250498 ,,,,,,,,,,
Q30785,,Q8250627 ,,,,,,,,,,
Q30789,,Q8250643 ,,,,,,,,,,
Q30793,,Q30943749 ,,,,,,,,,,
Q30797,,Q8250526 ,,,,,,,,,,
Q30801,,Q30943663 ,,,,,,,,,,
Q30809,,Q11094632 ,,,,,,,,,,
Q30813,,Q11094644 ,,,,,,,,,,
Q30817,,Q11094638 ,,,,,,,,,,
Q30821,,Q11094645 ,,,,,,,,,,
Q30825,,Q11094637 ,,,,,,,,,,
Q30829,,Q11094649 ,,,,,,,,,,
Q30833,,Q11094635 ,,,,,,,,,,
Q30837,,Q11094639 ,,,,,,,,,,
Q30845,,Q11094634 ,,,,,,,,,,
Q30849,,Q11094641 ,,,,,,,,,,
Q30853,,Q11094643 ,,,,,,,,,,
Q30861,,Q10941170 ,,,,,,,,,,
Q30940,,Q17163668 ,,,,,,,,,,
Q30968,,Q16159585 ,,,,,,,,,,
Q31012,,Q11094161 ,,,,,,,,,,
Q31016,,Q22829221 ,,,,,,,,,,
Q31020,,Q11094224 ,,,,,,,,,,
Q31024,,Q11093962 ,,,,,,,,,,
Q31028,,Q11093961 ,,,,,,,,,,
Q31032,,Q11093569 ,,,,,,,,,,
Q31036,,Q11094721 ,,,,,,,,,,
Q31040,,Q11093982 ,,,,,,,,,,
Q31044,,Q8254605 ,,,,,,,,,,
Q31052,,Q132087523 ,,,,,,,,,,
Q31056,,Q65052422 ,,,,,,,,,,
Q31060,,Q11094723 ,,,,,,,,,,
Q31069,,Q11093856 ,,,,,,,,,,
Q31073,,Q11094593 ,,,,,,,,,,
Q31077,,Q11094592 ,,,,,,,,,,
Q31081,,Q11094708 ,,,,,,,,,,
Q31085,,Q11094707 ,,,,,,,,,,
Q31089,,Q11094706 ,,,,,,,,,,
Q31093,,Q33113867 ,,,,,,,,,,
Q31097,,Q11094420 ,,,,,,,,,,
Q31101,,Q18653758 ,,,,,,,,,,
Q31459,,Q11093951 ,,,,,,,,,,
Q31463,,Q11093942 ,,,,,,,,,,
Q31467,,Q28419028 ,,,,,,,,,,
Q31575,,Q20062732 ,,,,,,,,,,
Q31587,,Q11093954 ,,,,,,,,,,
Q31591,,Q11093943 ,,,,,,,,,,
Q31595,,Q11093949 ,,,,,,,,,,
Q31599,,Q11071797 ,,,,,,,,,,
Q31603,,Q22829227 ,,,,,,,,,,
Q31607,,Q11093960 ,,,,,,,,,,
Q31611,,Q11053068 ,,,,,,,,,,
Q31615,,Q11093958 ,,,,,,,,,,
Q31623,,Q11093945 ,,,,,,,,,,
Q31627,,Q11093959 ,,,,,,,,,,
Q31631,,Q11093946 ,,,,,,,,,,
Q31635,,Q11093957 ,,,,,,,,,,
Q31659,,Q17024893 ,,,,,,,,,,
Q31664,,Q15939129 ,,,,,,,,,,
Q31720,,Q11062822 ,,,,,,,,,,
Q31724,,Q17030243 ,,,,,,,,,,
Q31728,,Q8249256 ,,,,,,,,,,
Q31752,,Q11094108 ,,,,,,,,,,
Q31756,,Q11094109 ,,,,,,,,,,
Q31760,,Q11093752 ,,,,,,,,,,
Q31764,,Q11093901 ,,,,,,,,,,
Q31768,,Q11093565 ,,,,,,,,,,
Q31772,,Q16904341 ,,,,,,,,,,
Q31776,,Q11093940 ,,,,,,,,,,
Q31780,,Q11094786 ,,,,,,,,,,
Q31784,,Q10884389 ,,,,,,,,,,
Q31788,,Q11094983 ,,,,,,,,,,
Q31792,,Q11094982 ,,,,,,,,,,
Q31800,,Q130570307 ,,,,,,,,,,
Q31808,,Q11094661 ,,,,,,,,,,
Q31816,,Q11094658 ,,,,,,,,,,
Q31820,,Q17025683 ,,,,,,,,,,
Q31824,,Q11093798 ,,,,,,,,,,
Q31828,,Q11094787 ,,,,,,,,,,
Q31832,,Q11094136 ,,,,,,,,,,
Q31836,,Q11093778 ,,,,,,,,,,
Q31840,,Q11093777 ,,,,,,,,,,
Q31844,,Q11093775 ,,,,,,,,,,
Q31940,,Q12618180 ,,,,,,,,,,
Q32013,,Q55737306 ,,,,,,,,,,
Q32021,,Q21825102 ,,,,,,,,,,
Q32025,,Q21710323 ,,,,,,,,,,
Q32145,,Q11094446 ,,,,,,,,,,
Q32149,,Q11094451 ,,,,,,,,,,
Q32152,,Q11094452 ,,,,,,,,,,
Q32156,,Q28419029 ,,,,,,,,,,
Q32264,,Q8258965 ,,,,,,,,,,
Q32317,,Q11094455 ,,,,,,,,,,
Q32321,,Q11094447 ,,,,,,,,,,
Q32325,,Q11094466 ,,,,,,,,,,
Q32329,,Q11094453 ,,,,,,,,,,
Q32333,,Q11094454 ,,,,,,,,,,
Q32337,,Q11094460 ,,,,,,,,,,
Q32341,,Q11094468 ,,,,,,,,,,
Q32345,,Q11094467 ,,,,,,,,,,
Q32349,,Q11094463 ,,,,,,,,,,
Q32353,,Q11094459 ,,,,,,,,,,
Q32369,,Q10892705 ,,,,,,,,,,
Q32449,,Q11088788 ,,,,,,,,,,
Q32478,,Q11094140 ,,,,,,,,,,
Q32482,,Q16904453 ,,,,,,,,,,
Q32486,,Q22829311 ,,,,,,,,,,
Q32490,,Q11094545 ,,,,,,,,,,
Q32494,,Q11051062 ,,,,,,,,,,
Q32498,,Q11093588 ,,,,,,,,,,
Q32502,,Q11094223 ,,,,,,,,,,
Q32506,,Q11094979 ,,,,,,,,,,
Q32510,,Q11094975 ,,,,,,,,,,
Q32522,,Q11094673 ,,,,,,,,,,
Q32526,,Q11094837 ,,,,,,,,,,
Q32646,,Q61095336 ,,,,,,,,,,
Q32650,,Q12604925 ,,,,,,,,,,
Q32723,,Q11094105 ,,,,,,,,,,
Q32819,,Q30943035 ,,,,,,,,,,
Q32827,,Q8254614 ,,,,,,,,,,
Q32843,,Q11094082 ,,,,,,,,,,
Q32851,,Q11094106 ,,,,,,,,,,
Q32855,,Q11094099 ,,,,,,,,,,
Q32867,,Q11094086 ,,,,,,,,,,
Q32871,,Q11094104 ,,,,,,,,,,
Q32875,,Q11094095 ,,,,,,,,,,
Q32899,,Q9415053 ,,,,,,,,,,
Q32903,,Q10892769 ,,,,,,,,,,
Q32907,,Q16078661 ,,,,,,,,,,
Q32931,,Q8249226 ,,,,,,,,,,
Q33044,,Q16075472 ,,,,,,,,,,
Q33056,,Q11093824 ,,,,,,,,,,
Q33064,,Q11094321 ,,,,,,,,,,
Q33067,,Q11094068 ,,,,,,,,,,
Q33071,,Q22829312 ,,,,,,,,,,
Q33075,,Q11051064 ,,,,,,,,,,
Q33079,,Q11094436 ,,,,,,,,,,
Q33083,,Q10884433 ,,,,,,,,,,
Q33087,,Q16904342 ,,,,,,,,,,
Q33096,,Q15936528 ,,,,,,,,,,
Q33148,,Q15139418 ,,,,,,,,,,
Q33259,,Q133277936 ,,,,,,,,,,
Q33275,,Q10955556 ,,,,,,,,,,
Q33283,,Q30943766 ,,,,,,,,,,
Q33295,,Q7664521 ,,,,,,,,,,
Q33312,,Q8258364 ,,,,,,,,,,
Q33324,,Q16260694 ,,,,,,,,,,
Q33340,,Q13390144 ,,,,,,,,,,
Q33372,,Q17036669 ,,,,,,,,,,
Q33392,,Q10564879 ,,,,,,,,,,
Q33400,,Q10129644 ,,,,,,,,,,
Q33423,,Q11093855 ,,,,,,,,,,
Q33427,,Q22829192 ,,,,,,,,,,
Q33431,,Q22829313 ,,,,,,,,,,
Q33435,,Q11094843 ,,,,,,,,,,
Q33439,,Q11093597 ,,,,,,,,,,
Q33483,,Q18381261 ,,,,,,,,,,
Q33523,,Q133277945 ,,,,,,,,,,
Q33531,,Q133277937 ,,,,,,,,,,
Q33590,,Q10891057 ,,,,,,,,,,
Q33659,,Q11093586 ,,,,,,,,,,
Q33663,,Q22829314 ,,,,,,,,,,
Q33683,,Q18815708 ,,,,,,,,,,
Q33691,,Q12587644 ,,,,,,,,,,
Q33803,,Q10950651 ,,,,,,,,,,
Q33819,,Q24836542 ,,,,,,,,,,
Q33832,,Q66311357 ,,,,,,,,,,
Q33852,,Q22829315 ,,,,,,,,,,
Q33856,,Q11094938 ,,,,,,,,,,
Q34009,,Q64015590 ,,,,,,,,,,
Q34025,,Q15912665 ,,,,,,,,,,
Q34037,,Q66922824 ,,,,,,,,,,
Q34053,,Q66311359 ,,,,,,,,,,
Q34070,,Q22829316 ,,,,,,,,,,
Q34102,,Q12604897 ,,,,,,,,,,
Q34185,,Q61721598 ,,,,,,,,,,
Q34193,,Q111431737 ,,,,,,,,,,
Q34201,,Q13655983 ,,,,,,,,,,
Q34205,,Q22812717 ,,,,,,,,,,
Q34225,,Q15909868 ,,,,,,,,,,
Q34257,,Q66311364 ,,,,,,,,,,
Q34261,,Q66311369 ,,,,,,,,,,
Q34277,,Q112027810 ,,,,,,,,,,
Q34353,,Q61721601 ,,,,,,,,,,
Q34357,,Q13668765 ,,,,,,,,,,
Q34361,,Q13668817 ,,,,,,,,,,
Q34369,,Q13671983 ,,,,,,,,,,
Q34373,,Q26156554 ,,,,,,,,,,
Q34405,,Q15931288 ,,,,,,,,,,
Q34409,,Q15941239 ,,,,,,,,,,
Q34413,,Q16075641 ,,,,,,,,,,
Q34425,,Q10941103 ,,,,,,,,,,
Q34429,,Q56271521 ,,,,,,,,,,
Q34433,,Q66311366 ,,,,,,,,,,
Q34522,,Q61721603 ,,,,,,,,,,
Q34530,,Q13668769 ,,,,,,,,,,
Q34534,,Q13668776 ,,,,,,,,,,
Q34538,,Q13669039 ,,,,,,,,,,
Q34546,,Q13672094 ,,,,,,,,,,
Q34550,,Q26156555 ,,,,,,,,,,
Q34554,,Q133697525 ,,,,,,,,,,
Q34566,,Q13656186 ,,,,,,,,,,
Q34667,,Q49252244 ,,,,,,,,,,
Q34734,,Q61721605 ,,,,,,,,,,
Q34742,,Q13669277 ,,,,,,,,,,
Q34750,,Q13672044 ,,,,,,,,,,
Q34754,,Q26156556 ,,,,,,,,,,
Q34758,,Q133697524 ,,,,,,,,,,
Q34954,,Q12586207 ,,,,,,,,,,
Q34970,,Q6678012 ,,,,,,,,,,
Q34974,,Q16178031 ,,,,,,,,,,
Q35010,,Q61721606 ,,,,,,,,,,
Q35014,,Q13669234 ,,,,,,,,,,
Q35018,,Q133277873 ,,,,,,,,,,
Q35038,,Q26156559 ,,,,,,,,,,
Q35042,,Q133697523 ,,,,,,,,,,
Q35130,,Q27953940 ,,,,,,,,,,
Q35134,,Q27953939 ,,,,,,,,,,
Q35227,,Q67591766 ,,,,,,,,,,
Q35231,,Q65054219 ,,,,,,,,,,
Q35259,,Q16179847 ,,,,,,,,,,
Q35291,,Q12612821 ,,,,,,,,,,
Q35323,,Q16179206 ,,,,,,,,,,
Q35335,,Q12613118 ,,,,,,,,,,
Q35385,,Q61721607 ,,,,,,,,,,
Q35405,,Q22812726 ,,,,,,,,,,
Q35433,,Q13671825 ,,,,,,,,,,
Q35437,,Q26156562 ,,,,,,,,,,
Q35457,,Q133277779 ,,,,,,,,,,
Q35461,,Q133277785 ,,,,,,,,,,
Q35573,,Q61091619 ,,,,,,,,,,
Q35581,,Q16906177 ,,,,,,,,,,
Q35649,,Q12585203 ,,,,,,,,,,
Q35661,,Q65054100 ,,,,,,,,,,
Q35794,,Q61721608 ,,,,,,,,,,
Q35802,,Q134737646 ,,,,,,,,,,
Q35810,,Q133313643 ,,,,,,,,,,
Q35814,,Q22812727 ,,,,,,,,,,
Q35871,,Q13669919 ,,,,,,,,,,
Q35875,,Q13653206 ,,,,,,,,,,
Q35879,,Q26156563 ,,,,,,,,,,
Q35891,,Q133277782 ,,,,,,,,,,
Q35895,,Q134778989 ,,,,,,,,,,
Q35915,,Q10944294 ,,,,,,,,,,
Q36174,,Q12610471 ,,,,,,,,,,
Q36226,,Q28418427 ,,,,,,,,,,
Q36230,,Q61721611 ,,,,,,,,,,
Q36238,,Q134737649 ,,,,,,,,,,
Q36246,,Q10944418 ,,,,,,,,,,
Q36250,,Q133313567 ,,,,,,,,,,
Q36254,,Q22812728 ,,,,,,,,,,
Q36283,,Q132054396 ,,,,,,,,,,
Q36303,,Q13671200 ,,,,,,,,,,
Q36327,,Q10944413 ,,,,,,,,,,
Q36331,,Q19825266 ,,,,,,,,,,
Q36335,,Q133697494 ,,,,,,,,,,
Q36378,,Q30944750 ,,,,,,,,,,
Q36382,,Q16904067 ,,,,,,,,,,
Q37029,,Q28418430 ,,,,,,,,,,
Q37033,,Q61721612 ,,,,,,,,,,
Q37053,,Q133313557 ,,,,,,,,,,
Q37057,,Q22812729 ,,,,,,,,,,
Q37160,,Q13670392 ,,,,,,,,,,
Q37168,,Q13671429 ,,,,,,,,,,
Q37172,,Q13670487 ,,,,,,,,,,
Q37201,,Q133697551 ,,,,,,,,,,
Q37205,,Q97350460 ,,,,,,,,,,
Q37225,,Q16904072 ,,,,,,,,,,
Q37389,,Q67591343 ,,,,,,,,,,
Q37725,,Q80576456 ,,,,,,,,,,
Q37737,,Q30947861 ,,,,,,,,,,
Q38444,,Q61721613 ,,,,,,,,,,
Q38456,,Q133277758 ,,,,,,,,,,
Q38464,,Q133288661 ,,,,,,,,,,
Q38468,,Q133313587 ,,,,,,,,,,
Q38585,,Q134176918 ,,,,,,,,,,
Q38609,,Q13655236 ,,,,,,,,,,
Q38617,,Q13654732 ,,,,,,,,,,
Q38621,,Q13655569 ,,,,,,,,,,
Q38641,,Q133697547 ,,,,,,,,,,
Q39001,,Q123329479 ,,,,,,,,,,
Q39356,,Q79243783 ,,,,,,,,,,
Q40249,,Q28419018 ,,,,,,,,,,
Q40253,,Q61721614 ,,,,,,,,,,
Q40257,,Q133277762 ,,,,,,,,,,
Q40273,,Q114690252 ,,,,,,,,,,
Q40293,,Q8979208 ,,,,,,,,,,
Q40409,,Q13652505 ,,,,,,,,,,
Q40413,,Q13652817 ,,,,,,,,,,
Q40606,,Q61094755 ,,,,,,,,,,
Q41205,,Q124261604 ,,,,,,,,,,
Q41213,,Q24957857 ,,,,,,,,,,
Q42570,,Q10944451 ,,,,,,,,,,
Q42574,,Q28418230 ,,,,,,,,,,
Q42578,,Q28418229 ,,,,,,,,,,
Q42582,,Q61720099 ,,,,,,,,,,
Q42586,,Q61721616 ,,,,,,,,,,
Q42594,,Q134264697 ,,,,,,,,,,
Q42598,,Q11069972 ,,,,,,,,,,
Q42602,,Q133277702 ,,,,,,,,,,
Q42610,,Q133288660 ,,,,,,,,,,
Q42634,,Q130270614 ,,,,,,,,,,
Q42731,,Q134176913 ,,,,,,,,,,
Q42875,,Q28776434 ,,,,,,,,,,
Q42895,,Q64708667 ,,,,,,,,,,
Q42903,,Q64706210 ,,,,,,,,,,
Q42907,,Q38963192 ,,,,,,,,,,
Q42919,,Q38962821 ,,,,,,,,,,
Q43144,,Q16078446 ,,,,,,,,,,
Q43478,,Q17062423 ,,,,,,,,,,
Q43482,,Q16603392 ,,,,,,,,,,
Q43486,,Q16603574 ,,,,,,,,,,
Q43518,,Q24957763 ,,,,,,,,,,
Q43522,,Q24957939 ,,,,,,,,,,
Q43586,,Q67881565 ,,,,,,,,,,
Q44677,zh=窦岩,Q56600496,,,,,,,,,,
Q44705,zh=宇文韬,Q10145499,,,,,,,,,,
Q44709,Vương Bi,Q67389051,zh=王罴,,,,,,,,,
Q44737,zh=新丰公主,Q16603431,,,,,,,,,,
Q44745,zh=元诲,Q10889818,,,,,,,,,,
Q44753,zh=元季艳,Q10889628,,,,,,,,,,
Q44821,zh=元寶暉,Q9397951,,,,,,,,,,
Q44950,zh=安固公主,Q16603375,,,,,,,,,,
Q45001,Tiêu Lạc,Q16075293,ko=소요,zh=萧嶚,,,,,,,,
Q45054,zh=吕淑媛,Q30943187,,,,,,,,,,
Q45058,zh=孙姬,Q30943125,,,,,,,,,,
Q45062,zh=龔貴嬪,Q30943192,,,,,,,,,,
Q45082,zh=彭貴人,Q8250222,,,,,,,,,,
Q45086,zh=曹淑华,Q8250217,,,,,,,,,,
Q45090,zh=何淑仪,Q8250219,,,,,,,,,,
Q45102,zh=陈叔毅,Q94998306,,,,,,,,,,
Q45106,zh=陈叔忠,Q94998307,,,,,,,,,,
Q45113,zh=陳淨玲,Q95113649,,,,,,,,,,
Q45117,zh=申婕妤,Q30943164,,,,,,,,,,
Q45125,zh=袁昭容,Q30943167,,,,,,,,,,
Q45141,zh=秦姬,Q30943161,,,,,,,,,,
Q45145,zh=王女节,Q15939663,,,,,,,,,,
Q45173,zh=王姬,Q30943165,,,,,,,,,,
Q45197,zh=陳孝寬,Q95142100,,,,,,,,,,
Q45252,,Q28418232 ,,,,,,,,,,
Q45256,,Q28418362 ,,,,,,,,,,
Q45260,,Q61720085 ,,,,,,,,,,
Q45264,,Q61721617 ,,,,,,,,,,
Q45268,,Q11069798 ,,,,,,,,,,
Q45272,,Q133277843 ,,,,,,,,,,
Q45276,,Q133277848 ,,,,,,,,,,
Q45288,,Q133277705 ,,,,,,,,,,
Q45300,,Q133288773 ,,,,,,,,,,
Q45321,zh=長孫粲,Q133504169,,,,,,,,,,
Q45325,Trưởng Tôn Tường,Q15942483,zh=长孙祥,,,,,,,,,
Q45361,zh=韦子迁,Q15932438,,,,,,,,,,
Q45369,Dương thị,Q83875288,zh=杨氏,,,,,,,,,
Q45381,zh=郑僧覆,Q83875278,,,,,,,,,,
Q45408,,Q13672556 ,,,,,,,,,,
Q45413,zh=韦琨,Q60991877,,,,,,,,,,
Q45469,zh=杨婕妤 (唐),Q8251481,,,,,,,,,,
Q45532,,Q84511436 ,,,,,,,,,,
Q45596,,Q81746745 ,,,,,,,,,,
Q45600,,Q81530181 ,,,,,,,,,,
Q45604,,Q38963209 ,,,,,,,,,,
Q45608,,Q38962839 ,,,,,,,,,,
Q45624,,Q11095287 ,,,,,,,,,,
Q45640,,Q16260831 ,,,,,,,,,,
Q45648,,Q134097183 ,,,,,,,,,,
Q45660,,Q16078087 ,,,,,,,,,,
Q45664,,Q10947931 ,,,,,,,,,,
Q45668,,Q10947945 ,,,,,,,,,,
Q45672,,Q10947946 ,,,,,,,,,,
Q45676,,Q10947947 ,,,,,,,,,,
Q45688,,Q16603658 ,,,,,,,,,,
Q45692,,Q30950334 ,,,,,,,,,,
Q45696,,Q10947968 ,,,,,,,,,,
Q45776,,Q109929580 ,,,,,,,,,,
Q45784,,Q85884464 ,,,,,,,,,,
Q45850,Võ Diên Thọ,Q67523825,zh=武延寿,,,,,,,,,
Q45893,,Q19852028 ,,,,,,,,,,
Q45933,,Q61014344 ,,,,,,,,,,
Q45937,,Q61017906 ,,,,,,,,,,
Q45941,,Q61018526 ,,,,,,,,,,
Q45965,,Q61442648 ,,,,,,,,,,
Q45969,,Q61054154 ,,,,,,,,,,
Q46071,zh=庞同善,Q109347473,,,,,,,,,,
Q46079,zh=杨妃,Q28413701,,,,,,,,,,
Q46102,,Q60923089 ,,,,,,,,,,
Q46106,,Q61330014 ,,,,,,,,,,
Q46114,,Q61328617 ,,,,,,,,,,
Q46279,,Q60925781 ,,,,,,,,,,
Q46375,,Q12840668 ,,,,,,,,,,
Q46525,,Q67522413 ,,,,,,,,,,
Q46533,,Q10842171 ,,,,,,,,,,
Q46540,,Q67522436 ,,,,,,,,,,
Q46544,,Q124261613 ,,,,,,,,,,
Q46548,,Q109438175 ,,,,,,,,,,
Q46552,,Q124261570 ,,,,,,,,,,
Q46564,,Q65048977 ,,,,,,,,,,
Q46589,zh=恭顺皇后,Q8255081,,,,,,,,,,
Q46774,zh=陸立素,Q133465252,,,,,,,,,,
Q47130,zh=賀蘭初真,Q24836907,,,,,,,,,,
Q47166,zh=李氏,Q76012422,,,,,,,,,,
Q48434,,Q28418238 ,,,,,,,,,,
Q48438,,Q28418390 ,,,,,,,,,,
Q48442,,Q61720074 ,,,,,,,,,,
Q48446,,Q61721620 ,,,,,,,,,,
Q48450,,Q133277805 ,,,,,,,,,,
Q48462,,Q134266600 ,,,,,,,,,,
Q48479,,Q133288791 ,,,,,,,,,,
Q48487,,Q11109164 ,,,,,,,,,,
Q48491,,Q112966729 ,,,,,,,,,,
Q48515,,Q133805204 ,,,,,,,,,,
Q48519,,Q133858104 ,,,,,,,,,,
Q48639,,Q133823632 ,,,,,,,,,,
Q48643,,Q134176947 ,,,,,,,,,,
Q48680,Рюдзодзи N,Q134281382,,,,,,,,,,
Q48799,,Q84511372 ,,,,,,,,,,
Q48815,,Q38963222 ,,,,,,,,,,
Q48819,,Q38962866 ,,,,,,,,,,
Q48831,,Q10955145 ,,,,,,,,,,
Q48836,,Q8258522 ,,,,,,,,,,
Q48839,,Q8258488 ,,,,,,,,,,
Q48935,,Q28415836 ,,,,,,,,,,
Q48959,,Q10947919 ,,,,,,,,,,
Q48963,,Q10947920 ,,,,,,,,,,
Q48967,,Q16075399 ,,,,,,,,,,
Q48976,,Q15934445 ,,,,,,,,,,
Q48988,,Q16075429 ,,,,,,,,,,
Q48992,,Q15954591 ,,,,,,,,,,
Q48996,,Q16260145 ,,,,,,,,,,
Q49041,,Q108802203 ,,,,,,,,,,
Q49045,,Q122167652 ,,,,,,,,,,
Q49133,,Q128693960 ,,,,,,,,,,
Q49177,,Q47269866 ,,,,,,,,,,
Q49189,,Q47268397 ,,,,,,,,,,
Q49394,,Q61014434 ,,,,,,,,,,
Q49398,,Q61313120 ,,,,,,,,,,
Q49466,,Q61123600 ,,,,,,,,,,
Q49559,,Q130638378 ,,,,,,,,,,
Q49877,,Q85999528 ,,,,,,,,,,
Q50001,,Q131139526 ,,,,,,,,,,
Q50246,,Q12850204 ,,,,,,,,,,
Q50405,,Q120668957 ,,,,,,,,,,
Q50485,,Q16219772 ,,,,,,,,,,
Q50530,,Q28413631 ,,,,,,,,,,
Q50534,,Q124336288 ,,,,,,,,,,
Q50542,,Q10788100 ,,,,,,,,,,
Q50550,,Q10829349 ,,,,,,,,,,
Q52020,zh=闼卢摸末,Q24836012,,,,,,,,,,
Q52024,zh=成月公主,Q65058958,,,,,,,,,,
Q52187,zh=杨爱敬,Q83875262,,,,,,,,,,
Q52191,zh=窦庆,Q67936918,,,,,,,,,,
Q52543,zh=窦佑,Q56600494,,,,,,,,,,
Q52591,zh=宇文系,Q10144064,,,,,,,,,,
Q52595,zh=宇文阿头,Q10946225,,,,,,,,,,
Q52607,Uất Trì Sĩ Đâu,Q30942826,zh=尉迟俟兜,,,,,,,,,
Q52611,yue=新興公主,Q16603432,zh=新兴公主,,,,,,,,,
Q52691,zh=冯妃 (元怀),Q8257057,,,,,,,,,,
Q52695,zh=李娘,Q8253740,,,,,,,,,,
Q52703,zh=琅邪公主,Q16603529,,,,,,,,,,
Q52715,zh=元蒺藜,Q10889807,,,,,,,,,,
Q52719,zh=元光基,Q16904625,,,,,,,,,,
Q52731,zh=乙瑗,Q22101155,,,,,,,,,,
Q52803,Lý Văn Bảo,Q67955240,zh=李文保,,,,,,,,,
Q52819,zh=阿史那职御,Q130570264,,,,,,,,,,
Q52847,Гао Жэньцзянь,Q10566674,zh=高仁俭,,,,,,,,,
Q52851,Гао Жэньгуан,Q10566676,zh=高仁光,,,,,,,,,
Q52859,Гао Жэньчжи,Q10566679,zh=高仁直,,,,,,,,,
Q52863,Гао Жэньин,Q10566681,zh=高仁英,,,,,,,,,
Q52867,Гао Жэньцянь,Q10566682,zh=高仁谦,,,,,,,,,
Q52871,Гао Жэньюн,Q10566685,zh=高仁邕,,,,,,,,,
Q52875,Гао Жэнья,Q10566687,zh=高仁雅,,,,,,,,,
Q52879,Гао Ко,Q10566765,zh=高廓,,,,,,,,,
Q52887,Гао Чжэнь,Q10566831,zh=高贞,,,,,,,,,
Q52917,Гао Кэ,Q10566773,zh=高恪,,,,,,,,,
Q52921,Гао Шаньдэ,Q10566717,zh=高善德,,,,,,,,,
Q52925,zh=高买德,Q10566671,,,,,,,,,,
Q52929,zh=高质钱,Q10566832,,,,,,,,,,
Q52945,zh=于妃 (元愉),Q10880569,,,,,,,,,,
Q53001,zh=若干鳳,Q48890048,,,,,,,,,,
Q53091,,Q28418239 ,,,,,,,,,,
Q53095,,Q28418391 ,,,,,,,,,,
Q53099,,Q28418399 ,,,,,,,,,,
Q53103,,Q61719994 ,,,,,,,,,,
Q53107,,Q61721630 ,,,,,,,,,,
Q53115,,Q133289745 ,,,,,,,,,,
Q53135,,Q134265288 ,,,,,,,,,,
Q53139,,Q134265139 ,,,,,,,,,,
Q53143,,Q134079989 ,,,,,,,,,,
Q53147,,Q134734302 ,,,,,,,,,,
Q53171,,Q133288848 ,,,,,,,,,,
Q53219,,Q133281447 ,,,,,,,,,,
Q53222,Dương Ân,Q26209005,zh=杨恩,,,,,,,,,
Q53246,Dương Văn Tư,Q10341916,zh=杨文思,,,,,,,,,
Q53247,,Q133858105 ,,,,,,,,,,
Q53254,Dương Văn Tốn,Q15908834,zh=杨文愻,,,,,,,,,
Q53321,zh=蕭圓普,Q95115357,,,,,,,,,,
Q53325,zh=蕭圓滿,Q95139853,,,,,,,,,,
Q53329,zh=蕭圓正,Q95139861,,,,,,,,,,
Q53337,zh=郑元璹,Q56953036,,,,,,,,,,
Q53387,,Q12602472 ,,,,,,,,,,
Q53391,,Q28776587 ,,,,,,,,,,
Q53395,,Q84511503 ,,,,,,,,,,
Q53401,Tiêu Huệ Mỹ,Q16603599,zh=萧惠媄,,,,,,,,,
Q53453,sv=Liǔ Yǎn,Q26197838,Liễu Yển,zh=柳偃,,,,,,,,
Q53457,zh=柳盼,Q38975293,,,,,,,,,,
Q53465,công chúa Cối Kê Mục,Q14921935,zh=会稽穆公主,zh-cn=会稽穆公主,zh-hans=会稽穆公主,zh-hant=會稽穆公主,zh-hk=會稽穆公主,zh-tw=會稽穆公主,,,,
Q53473,zh=安皇后,Q8257669,,,,,,,,,,
Q53492,,Q134097223 ,,,,,,,,,,
Q53532,,Q30950485 ,,,,,,,,,,
Q53536,,Q30950482 ,,,,,,,,,,
Q53537,zh=豐安公主,Q16603636,,,,,,,,,,
Q53541,zh=富陽公主,Q16603391,,,,,,,,,,
Q53548,,Q10947914 ,,,,,,,,,,
Q53556,,Q30950497 ,,,,,,,,,,
Q53560,,Q30950503 ,,,,,,,,,,
Q53564,,Q28413437 ,,,,,,,,,,
Q53576,,Q30950406 ,,,,,,,,,,
Q53580,,Q8253486 ,,,,,,,,,,
Q53780,,Q25417923 ,,,,,,,,,,
Q53784,,Q30948629 ,,,,,,,,,,
Q53788,,Q48886508 ,,,,,,,,,,
Q53822,Trưởng Tôn Thủy,Q66233159,zh=長孫始,,,,,,,,,
Q53858,zh=韦真憙,Q26208784,,,,,,,,,,
Q53894,zh=郑祖育,Q83875277,,,,,,,,,,
