"Score","ID 1","Name 1","Birth date 1","Death date 1","Relatives 1","ID 2","Name 2","Birth date 2","Death date 2","Relatives 2"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","7542","2 Eupercaria","","","Father: 1 Eupercaria
Siblings: Gerreiformes (mojarras)
Children: 3 Eupercaria, 5 Eupercaria","7940","26 Eupercaria","","","Father: 17 Eupercaria
Siblings: Lutjaniformes (snappers)
Children: Callanthiidae (splendid perches), Malacanthidae (tilefishes)"
"45%","7542","2 Eupercaria","","","Father: 1 Eupercaria
Siblings: Gerreiformes (mojarras)
Children: 3 Eupercaria, 5 Eupercaria","7976","21 Eupercaria","","","Father: 11 Eupercaria
Siblings: 12 Eupercaria
Children: 19 Eupercaria, 22 Eupercaria"
"45%","8893","Maharaja Sriwijaya XIII - Sri Cudamani Warmadewa (988–1008) Placeholder surname","","","Father: Maharaja Sriwijaya XII - Sri Udayaditya Warmadewa Placeholder surname
Children: [45] NN (Putra Sangrama-Vijayottunggawarman) bin Sangrama-Vijayottunggawarman","8919","Sri Cudamani Warmadewa Placeholder surname","","1008","Father: Sri Udayaditya Warmadewa Placeholder surname
Children: Sri Mara-Wijayottunggawarman Placeholder surname"
"43%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11133","Gen 10 Haplogroup G2","","","Father: Gen 11 Haplogroup G2
Children: Udul-kalama (Gen 9) Haplogroup G2"
"43%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11134","Gen 11 Haplogroup G2","","","Father: Gen 12 Haplogroup G2
Children: Gen 10 Haplogroup G2"
"43%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11135","Gen 12 Haplogroup G2","","","Father: Gen 13 (Enmerkar) Haplogroup G2
Children: Gen 11 Haplogroup G2"
"43%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11136","Gen 13 (Enmerkar) Haplogroup G2","3650 B.C.","","Father: Gen 14 Haplogroup G2
Children: Gen 12 Haplogroup G2"
"43%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11137","Gen 14 Haplogroup G2","","","Father: Gen 15 (Dumuzi) Haplogroup G2
Children: Gen 13 (Enmerkar) Haplogroup G2"
"40%","4573","Hittite Ancestors Generation 1","","","Father: Hittite Ancestors Generation 2
Children: Tudhaliya First King of the Hittites","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4575","Hittite Ancestors Generation 2","","","Father: Hittite Ancestors Generation 3
Children: Hittite Ancestors Generation 1","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4576","Hittite Ancestors Generation 3","","","Father: Hittite Ancestors Generation 4
Children: Hittite Ancestors Generation 2","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4577","Hittite Ancestors Generation 4","","","Father: Hittite Ancestors Generation 5
Children: Hittite Ancestors Generation 3","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4578","Hittite Ancestors Generation 5","","","Father: Hittite Ancestors Generation 6
Children: Hittite Ancestors Generation 4","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4579","Hittite Ancestors Generation 6","","","Father: Hittite Ancestors Generation 7
Children: Hittite Ancestors Generation 5","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4581","Hittite Ancestors Generation 7","","","Father: Hittite Ancestors Generation 8
Children: Hittite Ancestors Generation 6","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4584","Hittite Ancestors Generation 10","","","Father: Hittite Ancestors Generation 11
Children: Hittite Ancestors Generation 9","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4585","Hittite Ancestors Generation 11","","","Father: Hittite Ancestors Generation 12
Children: Hittite Ancestors Generation 10","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
